Unnamed: 0,narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,grid_location,prior_grid,lhand_vposition,lhand_hposition,rhand_vposition,rhand_hposition,hand_in_use,Unnamed: 22
27869,P26_104_67,P26,P26_104,05:47.6,05:47.5,05:48.2,17372,17408,pick up knife,pick-up,0,knife,4,['knife'],[4],,,,,,,,
27870,P26_104_68,P26,P26_104,05:48.6,05:48.4,06:04.4,17420,18220,cut hot dog,cut,7,dog:hot,86,['dog:hot'],[86],"(3,3)","(3,3)",0,0,-1,-1,left,
27871,P26_104_69,P26,P26_104,06:04.4,06:04.2,06:07.1,18207,18353,pick up hot dog,pick-up,0,dog:hot,86,['dog:hot'],[86],"(3,3)","(3,3)",0,0,-1,-1,left,
27874,P26_104_71,P26,P26_104,06:07.6,06:07.1,06:17.6,18355,18877,put hot dog,put,1,dog:hot,86,['dog:hot'],[86],"(3,3)","(3,3)",0,0,0,0,both,
27873,P26_104_70,P26,P26_104,06:04.6,06:07.2,06:13.0,18358,18651,put down knife,put-down,1,knife,4,['knife'],[4],,,,,,,,
27875,P26_104_72,P26,P26_104,06:17.6,06:17.6,06:20.4,18882,19017,pick up hot dog,pick-up,0,dog:hot,86,['dog:hot'],[86],"(3,3)","(3,3)",0,0,0,0,both,
27876,P26_104_73,P26,P26_104,06:20.1,06:20.3,06:22.5,19015,19124,put hot dog,put,1,dog:hot,86,['dog:hot'],[86],"(3,3)","(3,3)",0,0,0,0,both,
27877,P26_104_74,P26,P26_104,06:22.4,06:22.4,06:23.0,19122,19152,pick up hot dog package,pick-up,0,package:hot:dog,26,['package:hot:dog'],[26],,,,,,,,
27878,P26_104_75,P26,P26_104,06:23.6,06:23.1,06:26.3,19157,19315,take hot dog,take,0,dog:hot,86,['dog:hot'],[86],,,,,,,,
27879,P26_104_76,P26,P26_104,06:26.1,06:26.5,06:27.1,19324,19356,put down hot dog package,put-down,1,package:hot:dog,26,['package:hot:dog'],[26],,,,,,,,
27880,P26_104_77,P26,P26_104,06:26.9,06:26.6,06:27.4,19331,19372,pick up knife,pick-up,0,knife,4,['knife'],[4],,,,,,,,
27881,P26_104_78,P26,P26_104,06:27.1,06:27.2,06:45.0,19359,20251,cut hot dog,cut,7,dog:hot,86,['dog:hot'],[86],"(3,3)","(3,3)",0,0,-1,-1,left,
27882,P26_104_79,P26,P26_104,06:45.1,06:45.1,06:46.0,20255,20301,put down knife,put-down,1,knife,4,['knife'],[4],,,,,,,,
27884,P26_104_80,P26,P26_104,06:45.6,06:46.1,06:47.0,20305,20350,pick up hot dog,pick-up,0,dog:hot,86,['dog:hot'],[86],"(3,3)","(3,3)",0,0,0,0,both,
27885,P26_104_81,P26,P26_104,06:47.4,06:47.2,07:00.3,20361,21012,put hot dog,put,1,dog:hot,86,['dog:hot'],[86],"(3,3)","(3,3)",0,0,0,0,both,
27886,P26_104_82,P26,P26_104,07:01.1,07:00.1,07:02.0,21003,21101,pick up hot dog,pick-up,0,dog:hot,86,['dog:hot'],[86],"(3,3)","(3,3)",0,0,0,0,both,
27887,P26_104_83,P26,P26_104,07:02.4,07:02.0,07:03.7,21101,21182,put hot dog,put,1,dog:hot,86,['dog:hot'],[86],"(3,3)","(3,3)",0,0,0,0,both,
27888,P26_104_84,P26,P26_104,07:04.1,07:03.7,07:05.0,21186,21251,pick up hot dog,pick-up,0,dog:hot,86,['dog:hot'],[86],"(3,3)","(3,3)",0,0,0,0,both,
27889,P26_104_85,P26,P26_104,07:05.6,07:05.3,07:06.4,21267,21318,put hot dog,put,1,dog:hot,86,['dog:hot'],[86],"(3,3)","(3,3)",0,0,0,0,both,
27890,P26_104_86,P26,P26_104,07:06.6,07:06.4,07:07.2,21317,21360,pick up hot dog package,pick-up,0,package:hot:dog,26,['package:hot:dog'],[26],,,,,,,,
27891,P26_104_87,P26,P26_104,07:09.4,07:07.2,07:10.0,21358,21497,open fridge,open,3,fridge,12,['fridge'],[12],,,,,,,,
27892,P26_104_88,P26,P26_104,07:10.4,07:10.4,07:11.2,21518,21559,put down hot dog package,put-down,1,package:hot:dog,26,['package:hot:dog'],[26],,,,,,,,
27893,P26_104_89,P26,P26_104,07:11.1,07:11.3,07:12.2,21565,21610,close fridge,close,4,fridge,12,['fridge'],[12],,,,,,,,
27895,P26_104_90,P26,P26_104,07:14.7,07:14.0,07:15.3,21701,21766,open cupboard,open,3,cupboard,3,['cupboard'],[3],,,,,,,,
27896,P26_104_91,P26,P26_104,07:15.1,07:14.3,07:16.8,21716,21839,pick up oil,pick-up,0,oil,31,['oil'],[31],,,,,,,,
27897,P26_104_92,P26,P26_104,07:18.7,07:18.1,07:23.8,21904,22188,pour oil,pour,9,oil,31,['oil'],[31],"(3,3)","(2,3)",-1,-1,0,0,right,
27898,P26_104_93,P26,P26_104,07:24.1,07:24.8,07:29.2,22239,22461,pour oil,pour,9,oil,31,['oil'],[31],"(3,3)","(2,3)",-1,-1,0,0,right,
27899,P26_104_94,P26,P26_104,07:30.1,07:29.4,07:34.3,22469,22713,pour oil,pour,9,oil,31,['oil'],[31],"(3,3)","(2,3)",-1,-1,0,0,right,
27900,P26_104_95,P26,P26_104,07:34.4,07:34.1,07:36.0,22705,22797,twist on cap,twist-on,4,cap,118,['cap'],[118],,,,,,,,
27901,P26_104_96,P26,P26_104,07:36.7,07:36.6,07:37.9,22829,22895,put down oil,put-down,1,oil,31,['oil'],[31],,,,,,,,
27902,P26_104_97,P26,P26_104,07:40.9,07:40.9,07:42.1,23045,23103,turn on tap,turn-on,6,tap,0,['tap'],[0],,,,,,,,
27903,P26_104_98,P26,P26_104,07:42.1,07:42.1,07:44.9,23103,23243,rinse hands,rinse,2,hand,11,['hand'],[11],,,,,,,,
27904,P26_104_99,P26,P26_104,07:44.9,07:45.1,07:46.0,23257,23300,turn off tap,turn-off,8,tap,0,['tap'],[0],,,,,,,,
27737,P26_104_100,P26,P26_104,07:49.1,07:49.1,07:50.6,23453,23531,pick up cloth,pick-up,0,cloth,17,['cloth'],[17],,,,,,,,
27738,P26_104_101,P26,P26_104,07:50.1,07:49.7,07:56.9,23483,23845,dry hands,dry,14,hand,11,['hand'],[11],,,,,,,,
27739,P26_104_102,P26,P26_104,07:57.1,07:57.2,08:00.7,23860,24032,open oven,open,3,oven,46,['oven'],[46],"(4,1)",,0,0,-1,-1,left,
27740,P26_104_103,P26,P26_104,08:01.1,08:01.2,08:03.7,24062,24182,take oven rack,take,0,rack:oven,110,['rack:oven'],[110],"(4,1)","(4,1)",1,0,-1,-1,left,
27741,P26_104_104,P26,P26_104,08:04.9,08:03.6,08:10.3,24177,24515,put oven rack,put,1,rack:oven,110,['rack:oven'],[110],"(4,1)","(4,1)",1,0,-1,-1,left,
27742,P26_104_105,P26,P26_104,08:10.6,08:10.7,08:11.9,24535,24593,put down cloth,put-down,1,cloth,17,['cloth'],[17],,,,,,,,
27743,P26_104_106,P26,P26_104,08:13.1,08:13.4,08:16.1,24668,24806,pick up baking tray,pick-up,0,tray:baking,35,['tray:baking'],[35],"(3,3)","(4,1)",0,0,0,0,both,
27744,P26_104_107,P26,P26_104,08:16.6,08:15.9,08:19.2,24792,24960,put oven rack,put,1,rack:oven,110,['rack:oven'],[110],"(4,1)","(3,3)",0,0,0,0,both,
27745,P26_104_108,P26,P26_104,08:20.6,08:20.5,08:21.9,25022,25096,pick up baking tray,pick-up,0,tray:baking,35,['tray:baking'],[35],"(3,3)","(4,1)",0,0,0,0,both,
27746,P26_104_109,P26,P26_104,08:23.9,08:23.4,08:26.9,25171,25345,put oven rack,put,1,rack:oven,110,['rack:oven'],[110],"(4,1)","(3,3)",0,0,0,0,both,
27748,P26_104_110,P26,P26_104,08:27.9,08:27.0,08:29.7,25350,25485,close oven,close,4,oven,46,['oven'],[46],"(4,1)","(4,1)",0,0,-1,-1,left,
27749,P26_104_111,P26,P26_104,08:34.9,08:32.0,08:35.5,25600,25776,pick up tray,pick-up,0,tray,35,['tray'],[35],,,,,,,,
27750,P26_104_112,P26,P26_104,08:36.1,08:34.5,08:37.3,25723,25866,put down tray,put-down,1,tray,35,['tray'],[35],,,,,,,,
27751,P26_104_113,P26,P26_104,08:38.6,08:36.9,08:41.3,25847,26064,pick up towel,pick-up,0,towel,52,['towel'],[52],,,,,,,,
27752,P26_104_114,P26,P26_104,08:41.9,08:41.4,08:44.5,26070,26225,fold towel,fold,28,towel,52,['towel'],[52],,,,,,,,
27753,P26_104_115,P26,P26_104,08:46.6,08:45.8,08:47.0,26289,26348,put down tea towel,put-down,1,towel:tea,52,['towel:tea'],[52],,,,,,,,
27754,P26_104_116,P26,P26_104,08:47.4,08:47.9,08:48.9,26394,26445,open drawer,open,3,drawer,8,['drawer'],[8],,,,,,,,
27755,P26_104_117,P26,P26_104,08:48.6,08:49.1,08:50.2,26456,26508,pick up towel,pick-up,0,towel,52,['towel'],[52],,,,,,,,
27756,P26_104_118,P26,P26_104,08:49.6,08:49.6,08:50.4,26480,26520,close drawer,close,4,drawer,8,['drawer'],[8],,,,,,,,
27757,P26_104_119,P26,P26_104,08:52.6,08:50.2,09:12.5,26509,27622,put down table cloth,put-down,1,cloth:table,17,['cloth:table'],[17],,,,,,,,
27759,P26_104_120,P26,P26_104,09:13.4,09:13.6,09:14.7,27679,27733,pick up plate,pick-up,0,plate,2,['plate'],[2],,,,,,,,
27760,P26_104_121,P26,P26_104,09:15.6,09:15.4,09:16.9,27769,27845,put down plate,put-down,1,plate,2,['plate'],[2],,,,,,,,
27761,P26_104_122,P26,P26_104,09:19.1,09:16.4,09:19.7,27820,27984,open cupboard,open,3,cupboard,3,['cupboard'],[3],,,,,,,,
27762,P26_104_123,P26,P26_104,09:19.9,09:19.8,09:20.8,27989,28039,open cupboard,open,3,cupboard,3,['cupboard'],[3],,,,,,,,
27763,P26_104_124,P26,P26_104,09:28.4,09:28.7,09:29.7,28436,28486,put down plate,put-down,1,plate,2,['plate'],[2],,,,,,,,
27765,P26_104_126,P26,P26_104,09:33.1,09:29.7,09:33.6,28482,28680,open drawer,open,3,drawer,8,['drawer'],[8],,,,,,,,
27764,P26_104_125,P26,P26_104,09:29.1,09:30.1,09:30.8,28505,28538,put down plate,put-down,1,plate,2,['plate'],[2],,,,,,,,
27766,P26_104_127,P26,P26_104,09:33.9,09:33.8,09:35.7,28689,28783,pick up knives,pick-up,0,knife,4,['knife'],[4],,,,,,,,
27767,P26_104_128,P26,P26_104,09:34.6,09:35.8,09:36.5,28789,28825,pick up forks,pick-up,0,fork,14,['fork'],[14],,,,,,,,
27768,P26_104_129,P26,P26_104,09:37.6,09:36.4,09:38.1,28820,28903,put down fork,put-down,1,fork,14,['fork'],[14],,,,,,,,
27770,P26_104_130,P26,P26_104,09:39.4,09:38.1,09:39.8,28904,28989,put down knife,put-down,1,knife,4,['knife'],[4],,,,,,,,
27771,P26_104_131,P26,P26_104,09:40.6,09:39.6,09:40.2,28979,29010,put down fork,put-down,1,fork,14,['fork'],[14],,,,,,,,
27772,P26_104_132,P26,P26_104,09:41.9,09:39.9,09:40.9,28993,29045,put down knife,put-down,1,knife,4,['knife'],[4],,,,,,,,
27773,P26_104_133,P26,P26_104,09:47.6,09:47.3,09:48.1,29366,29402,put down glass,put-down,1,glass,10,['glass'],[10],,,,,,,,
27774,P26_104_134,P26,P26_104,09:48.1,09:48.2,09:50.0,29408,29499,put down glass,put-down,1,glass,10,['glass'],[10],,,,,,,,
27775,P26_104_135,P26,P26_104,09:51.8,09:51.7,09:52.9,29586,29647,close cupboard,close,4,cupboard,3,['cupboard'],[3],,,,,,,,
27776,P26_104_136,P26,P26_104,09:57.9,09:58.1,09:59.2,29905,29962,open cupboard,open,3,cupboard,3,['cupboard'],[3],,,,,,,,
27777,P26_104_137,P26,P26_104,09:58.6,09:59.6,10:00.1,29981,30007,pick up napkins,pick-up,0,napkin,88,['napkin'],[88],,,,,,,,
27778,P26_104_138,P26,P26_104,09:59.6,10:00.2,10:00.8,30012,30038,close cupboard,close,4,cupboard,3,['cupboard'],[3],,,,,,,,
27779,P26_104_139,P26,P26_104,10:01.6,10:01.4,10:02.4,30070,30118,put down napkins,put-down,1,napkin,88,['napkin'],[88],,,,,,,,
27781,P26_104_140,P26,P26_104,10:05.1,10:05.1,10:06.2,30255,30310,open fridge,open,3,fridge,12,['fridge'],[12],,,,,,,,
27782,P26_104_141,P26,P26_104,10:07.1,10:06.9,10:09.4,30342,30469,pick up water bottle,pick-up,0,bottle:water,15,['bottle:water'],[15],,,,,,,,
27783,P26_104_142,P26,P26_104,10:12.1,10:10.7,10:12.8,30536,30638,put down bottle,put-down,1,bottle,15,['bottle'],[15],,,,,,,,
27784,P26_104_143,P26,P26_104,10:16.4,10:15.5,10:17.3,30775,30863,open fridge,open,3,fridge,12,['fridge'],[12],,,,,,,,
27785,P26_104_144,P26,P26_104,10:22.9,10:22.8,10:24.0,31141,31197,close fridge,close,4,fridge,12,['fridge'],[12],,,,,,,,
27786,P26_104_145,P26,P26_104,10:25.4,10:24.6,10:26.1,31229,31305,put down can,put-down,1,can,61,['can'],[61],,,,,,,,
27787,P26_104_146,P26,P26_104,10:29.1,10:28.9,10:29.7,31442,31485,open cupboard,open,3,cupboard,3,['cupboard'],[3],,,,,,,,
27788,P26_104_147,P26,P26_104,10:30.6,10:30.3,10:31.0,31512,31550,open cupboard,open,3,cupboard,3,['cupboard'],[3],,,,,,,,
27789,P26_104_148,P26,P26_104,10:30.6,10:30.8,10:31.6,31541,31578,close cupboard,close,4,cupboard,3,['cupboard'],[3],,,,,,,,
27790,P26_104_149,P26,P26_104,10:31.6,10:31.6,10:32.4,31580,31621,close cupboard,close,4,cupboard,3,['cupboard'],[3],,,,,,,,
27792,P26_104_150,P26,P26_104,10:35.4,10:35.3,10:36.5,31766,31827,open cupboard,open,3,cupboard,3,['cupboard'],[3],,,,,,,,
27793,P26_104_151,P26,P26_104,10:42.1,10:40.0,10:43.0,32000,32152,turn on tap,turn-on,6,tap,0,['tap'],[0],,,,,,,,
27794,P26_104_152,P26,P26_104,10:43.7,10:42.3,10:45.1,32117,32255,fill cup,fill,26,cup,13,['cup'],[13],,,,,,,,
27795,P26_104_153,P26,P26_104,10:44.1,10:44.6,10:45.2,32229,32260,turn off tap,turn-off,8,tap,0,['tap'],[0],,,,,,,,
27796,P26_104_154,P26,P26_104,10:45.1,10:45.0,10:46.2,32251,32312,pick up mozzarella,pick-up,0,mozzarella,32,['mozzarella'],[32],,,,,,,,
27797,P26_104_155,P26,P26_104,10:45.6,10:45.8,10:46.9,32289,32344,immerse mozzarella,immerse,56,mozzarella,32,['mozzarella'],[32],,,,,,,,
27798,P26_104_156,P26,P26_104,10:46.6,10:46.7,10:48.0,32337,32400,open fridge,open,3,fridge,12,['fridge'],[12],,,,,,,,
27799,P26_104_157,P26,P26_104,10:48.6,10:47.9,10:49.7,32392,32486,put down mug,put-down,1,mug,13,['mug'],[13],,,,,,,,
27800,P26_104_158,P26,P26_104,10:50.6,10:50.5,10:51.7,32524,32585,close fridge,close,4,fridge,12,['fridge'],[12],,,,,,,,
27801,P26_104_159,P26,P26_104,10:51.6,10:52.1,10:52.8,32602,32639,pick up mozzarella bag,pick-up,0,bag:mozzarella,19,['bag:mozzarella'],[19],,,,,,,,
27803,P26_104_160,P26,P26_104,10:53.4,10:52.7,10:55.7,32632,32784,crumple mozzarella bag,crumple,18,bag:mozzarella,19,['bag:mozzarella'],[19],,,,,,,,
27804,P26_104_161,P26,P26_104,10:56.1,10:54.0,10:57.0,32700,32850,throw away mozzarella bag,throw,13,bag:mozzarella,19,['bag:mozzarella'],[19],,,,,,,,
27805,P26_104_162,P26,P26_104,10:58.6,10:57.1,10:59.8,32852,32991,turn on tap,turn-on,6,tap,0,['tap'],[0],,,,,,,,
27806,P26_104_163,P26,P26_104,10:59.9,10:59.9,11:00.9,32996,33047,wash hands,wash,2,hand,11,['hand'],[11],,,,,,,,
27807,P26_104_164,P26,P26_104,11:00.8,11:00.3,11:01.3,33014,33064,turn off tap,turn-off,8,tap,0,['tap'],[0],,,,,,,,
27808,P26_104_165,P26,P26_104,11:01.6,11:01.6,11:02.1,33078,33103,pick up cloth,pick-up,0,cloth,17,['cloth'],[17],,,,,,,,
27809,P26_104_166,P26,P26_104,11:01.9,11:02.1,11:07.4,33106,33368,dry hands,dry,14,hand,11,['hand'],[11],,,,,,,,
27810,P26_104_167,P26,P26_104,11:07.9,11:06.0,11:09.6,33297,33479,put down cloth,put-down,1,cloth,17,['cloth'],[17],,,,,,,,
27811,P26_104_168,P26,P26_104,11:14.4,11:14.2,11:15.0,33711,33749,pick up phone,pick-up,0,phone,165,['phone'],[165],,,,,,,,
27812,P26_104_169,P26,P26_104,11:16.4,11:16.4,11:25.7,33818,34285,use phone,use,76,phone,165,['phone'],[165],,,,,,,,
27814,P26_104_170,P26,P26_104,11:26.4,11:25.4,11:27.0,34270,34352,put down phone,put-down,1,phone,165,['phone'],[165],,,,,,,,
27905,P26_105_0,P26,P26_105,00:03.4,00:03.4,00:05.0,170,250,pick up pot,pick-up,0,pot,29,['pot'],[29],,,,,,,,
27906,P26_105_1,P26,P26_105,00:04.4,00:03.4,00:05.0,169,248,remove lid,remove,12,lid,6,['lid'],[6],,,,,,,,
27988,P26_105_2,P26,P26_105,00:05.6,00:05.0,00:07.1,248,354,put down lid,put-down,1,lid,6,['lid'],[6],,,,,,,,
27999,P26_105_3,P26,P26_105,00:09.6,00:09.2,00:10.4,460,520,turn on tap,turn-on,6,tap,0,['tap'],[0],,,,,,,,
28010,P26_105_4,P26,P26_105,00:30.9,00:25.4,00:31.5,1269,1572,turn off tap,turn-off,8,tap,0,['tap'],[0],,,,,,,,
28021,P26_105_5,P26,P26_105,00:35.4,00:33.6,00:36.6,1680,1830,put down pot,put-down,1,pot,29,['pot'],[29],,,,,,,,
28032,P26_105_6,P26,P26_105,00:37.4,00:37.4,00:38.3,1872,1913,open cupboard,open,3,cupboard,3,['cupboard'],[3],,,,,,,,
28043,P26_105_7,P26,P26_105,00:40.4,00:40.0,00:41.2,1998,2058,close cupboard,close,4,cupboard,3,['cupboard'],[3],,,,,,,,
28054,P26_105_8,P26,P26_105,00:41.9,00:41.7,00:42.6,2086,2130,pick up lighter,pick-up,0,lighter,130,['lighter'],[130],,,,,,,,
28065,P26_105_9,P26,P26_105,00:43.6,00:42.7,00:44.4,2134,2221,turn on gas,turn-on,6,gas,24,['gas'],[24],,,,,,,,
27907,P26_105_10,P26,P26_105,00:45.4,00:44.5,00:50.2,2226,2512,turn on hob,turn-on,6,hob,24,['hob'],[24],"(3,3)",,-1,-1,1,0,right,
27918,P26_105_11,P26,P26_105,00:50.4,00:49.7,00:50.7,2487,2535,put down lighter,put-down,1,lighter,130,['lighter'],[130],,,,,,,,
27929,P26_105_12,P26,P26_105,00:56.1,00:50.6,00:57.1,2529,2856,pick up pot,pick-up,0,pot,29,['pot'],[29],,,,,,,,
27940,P26_105_13,P26,P26_105,00:57.4,00:57.1,00:58.4,2856,2918,put down pot,put-down,1,pot,29,['pot'],[29],,,,,,,,
27951,P26_105_14,P26,P26_105,00:59.4,00:58.3,01:00.0,2917,2999,pick up lid,pick-up,0,lid,6,['lid'],[6],,,,,,,,
27962,P26_105_15,P26,P26_105,01:00.4,01:00.0,01:01.2,3000,3060,put down lid,put-down,1,lid,6,['lid'],[6],,,,,,,,
27973,P26_105_16,P26,P26_105,01:03.4,01:01.3,01:04.2,3065,3209,pick up pot,pick-up,0,pot,29,['pot'],[29],,,,,,,,
27984,P26_105_17,P26,P26_105,01:04.9,01:04.4,01:05.5,3220,3276,remove lid,remove,12,lid,6,['lid'],[6],,,,,,,,
27986,P26_105_18,P26,P26_105,01:06.4,01:05.6,01:07.2,3280,3360,put down pot,put-down,1,pot,29,['pot'],[29],,,,,,,,
27987,P26_105_19,P26,P26_105,01:08.1,01:06.8,01:08.8,3339,3440,put down lid,put-down,1,lid,6,['lid'],[6],,,,,,,,
27989,P26_105_20,P26,P26_105,01:12.4,01:08.9,01:13.4,3444,3668,open cupboard,open,3,cupboard,3,['cupboard'],[3],,,,,,,,
27990,P26_105_21,P26,P26_105,01:15.4,01:15.1,01:16.5,3757,3823,close cupboard,close,4,cupboard,3,['cupboard'],[3],,,,,,,,
27991,P26_105_22,P26,P26_105,01:17.6,01:17.2,01:19.4,3860,3971,open jar,open,3,jar,40,['jar'],[40],,,,,,,,
27992,P26_105_23,P26,P26_105,01:19.9,01:19.4,01:28.0,3972,4398,pour sauce,pour,9,sauce,47,['sauce'],[47],"(3,3)",,-1,-1,0,0,right,
27993,P26_105_24,P26,P26_105,01:28.6,01:27.9,01:29.5,4393,4472,put down lid,put-down,1,lid,6,['lid'],[6],,,,,,,,
27994,P26_105_25,P26,P26_105,01:33.1,01:33.0,01:34.2,4649,4712,turn on tap,turn-on,6,tap,0,['tap'],[0],,,,,,,,
27995,P26_105_26,P26,P26_105,01:34.4,01:33.8,01:35.1,4690,4756,fill jar,fill,26,jar,40,['jar'],[40],,,,,,,,
27996,P26_105_27,P26,P26_105,01:34.6,01:34.3,01:35.1,4717,4754,turn off tap,turn-off,8,tap,0,['tap'],[0],,,,,,,,
27997,P26_105_28,P26,P26_105,01:36.6,01:36.3,01:36.9,4817,4844,pick up lid,pick-up,0,lid,6,['lid'],[6],,,,,,,,
27998,P26_105_29,P26,P26_105,01:37.4,01:37.0,01:38.8,4852,4942,close jar,close,4,jar,40,['jar'],[40],,,,,,,,
28000,P26_105_30,P26,P26_105,01:39.6,01:39.5,01:43.1,4974,5156,shake jar,shake,15,jar,40,['jar'],[40],,,,,,,,
28001,P26_105_31,P26,P26_105,01:43.6,01:43.9,01:44.6,5193,5230,open jar,open,3,jar,40,['jar'],[40],,,,,,,,
28002,P26_105_32,P26,P26_105,01:44.9,01:44.7,01:49.1,5235,5452,pour water,pour,9,water,27,['water'],[27],"(3,3)","(4,2)",-1,-1,0,0,right,
28003,P26_105_33,P26,P26_105,01:49.1,01:49.0,01:50.4,5449,5519,close jar,close,4,jar,40,['jar'],[40],,,,,,,,
28004,P26_105_34,P26,P26_105,01:51.1,01:50.8,01:52.3,5539,5614,put down jar,put-down,1,jar,40,['jar'],[40],,,,,,,,
28005,P26_105_35,P26,P26_105,01:52.4,01:52.4,01:53.4,5618,5668,pick up lighter,pick-up,0,lighter,130,['lighter'],[130],,,,,,,,
28006,P26_105_36,P26,P26_105,01:56.1,01:53.6,01:57.9,5681,5894,turn on gas,turn-on,6,gas,24,['gas'],[24],"(3,3)","(3,3)",1,0,-1,-1,left,
28007,P26_105_37,P26,P26_105,01:57.4,01:56.5,02:04.0,5825,6201,turn on hob,turn-on,6,hob,24,['hob'],[24],"(3,3)","(3,3)",-1,-1,1,0,right,
28008,P26_105_38,P26,P26_105,02:07.4,02:04.1,02:08.7,6203,6434,pick up pot,pick-up,0,pot,29,['pot'],[29],,,,,,,,
28009,P26_105_39,P26,P26_105,02:09.1,02:08.7,02:10.0,6432,6502,put down pot,put-down,1,pot,29,['pot'],[29],,,,,,,,
28011,P26_105_40,P26,P26_105,02:12.4,02:11.2,02:15.1,6559,6756,pick up lid,pick-up,0,lid,6,['lid'],[6],,,,,,,,
28012,P26_105_41,P26,P26_105,02:13.6,02:13.5,02:14.3,6675,6713,put down lid,put-down,1,lid,6,['lid'],[6],,,,,,,,
28013,P26_105_42,P26,P26_105,02:18.1,02:18.0,02:19.1,6900,6953,open drawer,open,3,drawer,8,['drawer'],[8],,,,,,,,
28014,P26_105_43,P26,P26_105,02:19.6,02:19.1,02:20.2,6955,7007,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],,,,,,,,
28015,P26_105_44,P26,P26_105,02:22.4,02:20.1,02:23.2,7005,7159,open cupboard,open,3,cupboard,3,['cupboard'],[3],,,,,,,,
28016,P26_105_45,P26,P26_105,02:24.1,02:24.2,02:25.1,7210,7255,open cupboard,open,3,cupboard,3,['cupboard'],[3],,,,,,,,
28017,P26_105_46,P26,P26_105,02:27.1,02:27.0,02:31.7,7352,7586,pick up plates,pick-up,0,plate,2,['plate'],[2],,,,,,,,
28018,P26_105_47,P26,P26_105,02:33.1,02:33.5,02:34.2,7673,7707,put down plates,put-down,1,plate,2,['plate'],[2],,,,,,,,
28019,P26_105_48,P26,P26_105,02:34.6,02:35.0,02:36.0,7750,7801,close cupboard,close,4,cupboard,3,['cupboard'],[3],,,,,,,,
28020,P26_105_49,P26,P26_105,02:36.1,02:36.1,02:36.7,7806,7833,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],,,,,,,,
28022,P26_105_50,P26,P26_105,02:36.6,02:36.6,02:37.8,7831,7888,pick up plate,pick-up,0,plate,2,['plate'],[2],,,,,,,,
28023,P26_105_51,P26,P26_105,02:39.4,02:37.5,02:39.3,7873,7964,put down plate,put-down,1,plate,2,['plate'],[2],,,,,,,,
28024,P26_105_52,P26,P26_105,02:40.9,02:40.3,02:41.1,8015,8057,put down spoon,put-down,1,spoon,1,['spoon'],[1],,,,,,,,
28025,P26_105_53,P26,P26_105,02:43.9,02:42.0,02:44.2,8100,8212,adjust flame,adjust,17,flame,24,['flame'],[24],,,,,,,,
28026,P26_105_54,P26,P26_105,02:49.4,02:45.4,02:50.2,8271,8510,open oven,open,3,oven,46,['oven'],[46],"(3,3)","(3,3)",-1,-1,1,0,right,
28027,P26_105_55,P26,P26_105,02:57.4,02:50.3,03:02.1,8515,9106,pick up baking tray,pick-up,0,tray:baking,35,['tray:baking'],[35],"(3,3)","(3,3)",1,0,1,0,both,
28028,P26_105_56,P26,P26_105,03:05.6,03:02.1,03:06.3,9103,9315,put down baking tray,put-down,1,tray:baking,35,['tray:baking'],[35],"(3,3)","(3,3)",0,0,-1,-1,left,
28029,P26_105_57,P26,P26_105,03:06.9,03:06.2,03:07.2,9312,9360,pick up baking tray,pick-up,0,tray:baking,35,['tray:baking'],[35],,,,,,,,
28030,P26_105_58,P26,P26_105,03:09.6,03:07.5,03:10.5,9373,9523,put down baking tray,put-down,1,tray:baking,35,['tray:baking'],[35],,,,,,,,
28031,P26_105_59,P26,P26_105,03:11.6,03:10.6,03:13.5,9528,9676,pick up baking tray,pick-up,0,tray:baking,35,['tray:baking'],[35],,,,,,,,
28033,P26_105_60,P26,P26_105,03:13.6,03:13.8,03:14.6,9690,9728,put down baking tray,put-down,1,tray:baking,35,['tray:baking'],[35],,,,,,,,
28034,P26_105_61,P26,P26_105,03:14.4,03:14.4,03:15.8,9718,9791,close oven,close,4,oven,46,['oven'],[46],"(3,3)","(3,3)",1,0,-1,-1,left,
28035,P26_105_62,P26,P26_105,03:16.4,03:16.4,03:17.2,9820,9862,pick up baking tray,pick-up,0,tray:baking,35,['tray:baking'],[35],,,,,,,,
28036,P26_105_63,P26,P26_105,03:17.9,03:17.3,03:18.6,9867,9931,put down baking tray,put-down,1,tray:baking,35,['tray:baking'],[35],,,,,,,,
28037,P26_105_64,P26,P26_105,03:20.4,03:20.1,03:21.2,10003,10060,open freezer,open,3,freezer,113,['freezer'],[113],"(4,3)","(3,3)",7,0,-1,-1,left,
28038,P26_105_65,P26,P26_105,03:21.4,03:21.7,03:22.9,10083,10143,pick up frozen food,pick-up,0,food:frozen,34,['food:frozen'],[34],"(4,3)","(4,3)",7,0,-1,-1,left,
28039,P26_105_66,P26,P26_105,03:23.1,03:22.8,03:24.2,10141,10211,close freezer,close,4,freezer,113,['freezer'],[113],"(4,3)","(4,3)",7,0,-1,-1,left,
28040,P26_105_67,P26,P26_105,03:26.1,03:25.9,03:27.1,10293,10357,put down fish fingers package,put-down,1,package:fish:finger,26,['package:fish:finger'],[26],,,,,,,,
