,uid,participant_id,video_id,narration,start_timestamp,stop_timestamp,start_frame,stop_frame,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,grid_location,prior_grid,lhand_vposition ,lhand_hposition ,rhand_vposition ,rhand_hposition ,hand in use ,Unnamed: 21
17276,25491,P22,P22_07,pour water,31:05.5,31:09.3,111929,112155,pour,7,water,17,['water'],[17],,,,,,,,
17277,25492,P22,P22_07,put down down pot,31:09.4,31:11.5,112161,112290,put-down,1,pot,15,['pot'],[15],,,,,,,,
17278,25493,P22,P22_07,grab colander,31:11.2,31:12.4,112270,112345,grab,0,colander,42,['colander'],[42],,,,,,,,
17279,25494,P22,P22_07,put down down colander,31:12.5,31:16.1,112351,112567,put-down,1,colander,42,['colander'],[42],,,,,,,,
17280,25495,P22,P22_07,close tap,31:16.6,31:17.3,112593,112638,close,3,tap,3,['tap'],[3],,,,,,,,
17281,25496,P22,P22_07,pour pasta,31:17.8,31:22.6,112668,112954,pour,7,pasta,35,['pasta'],[35],"(1,5)",,0,0,0,0,both,
17282,25497,P22,P22_07,put down down pot,31:22.9,31:26.9,112971,113211,put-down,1,pot,15,['pot'],[15],,,,,,,,
17283,25498,P22,P22_07,put down down mitt,31:26.9,31:28.4,113214,113302,put-down,1,mitt,85,['mitt'],[85],,,,,,,,
17284,25499,P22,P22_07,put down down pot,31:26.9,31:27.4,113216,113246,put-down,1,pot,15,['pot'],[15],,,,,,,,
17285,25500,P22,P22_07,shake pasta,31:28.5,31:33.3,113308,113596,shake,14,pasta,35,['pasta'],[35],,,,,,,,
17286,25501,P22,P22_07,open drawer,31:36.2,31:37.5,113774,113849,open,2,drawer,9,['drawer'],[9],,,,,,,,
17287,25502,P22,P22_07,grab gas lighter,31:37.8,31:38.6,113865,113915,grab,0,gas,47,['gas'],[47],,,,,,,,
17288,25503,P22,P22_07,turn on pan,31:38.7,31:40.4,113921,114026,turn-on,12,pan,1,['pan'],[1],"(1,2)",,-1,-1,0,0,right,
17289,25504,P22,P22_07,turn on stove,31:40.3,31:41.5,114019,114092,turn-on,12,stove,47,['stove'],[47],"(1,2)","(1,2)",-1,-1,0,0,right,
17290,25505,P22,P22_07,turn on stove,31:41.6,31:42.6,114098,114158,turn-on,12,stove,47,['stove'],[47],"(1,2)","(1,2)",-1,-1,0,0,right,
17291,25506,P22,P22_07,pick up lid,31:53.9,31:54.6,114834,114877,pick-up,0,lid,11,['lid'],[11],,,,,,,,
17292,25507,P22,P22_07,put down lid,31:57.3,31:59.6,115036,115173,put-down,1,lid,11,['lid'],[11],,,,,,,,
17293,25508,P22,P22_07,pick up pasta,32:01.5,32:02.3,115291,115340,pick-up,0,pasta,35,['pasta'],[35],"(1,5)","(1,2)",0,0,0,0,both,
17294,25509,P22,P22_07,pour pasta,32:03.5,32:04.5,115408,115471,pour,7,pasta,35,['pasta'],[35],"(1,2)","(1,5)",0,0,0,0,both,
17295,25510,P22,P22_07,put down colander,32:05.4,32:06.5,115522,115588,put-down,1,colander,42,['colander'],[42],,,,,,,,
17296,25511,P22,P22_07,pick up wooden spoon,32:07.4,32:08.9,115644,115736,pick-up,0,spoon:wooden,7,['spoon:wooden'],[7],,,,,,,,
17297,25512,P22,P22_07,stir pasta,32:09.5,32:16.9,115769,116212,stir,6,pasta,35,['pasta'],[35],"(1,2)",,-1,-1,0,0,right,
17298,25513,P22,P22_07,open cabinet,32:17.6,32:18.4,116256,116304,open,2,cabinet,8,['cabinet'],[8],,,,,,,,
17299,25514,P22,P22_07,pick up pesto sauce,32:21.0,32:21.5,116457,116491,pick-up,0,sauce:pesto,41,['sauce:pesto'],[41],,,,,,,,
17300,25515,P22,P22_07,close cabinet,32:21.5,32:23.6,116488,116619,close,3,cabinet,8,['cabinet'],[8],,,,,,,,
17301,25516,P22,P22_07,open pesto sauce,32:24.0,32:26.1,116637,116768,open,2,sauce:pesto,41,['sauce:pesto'],[41],,,,,,,,
17302,25517,P22,P22_07,open drawer,32:26.2,32:27.0,116772,116817,open,2,drawer,9,['drawer'],[9],,,,,,,,
17303,25518,P22,P22_07,pick up teaspoon,32:27.3,32:28.5,116838,116908,pick-up,0,teaspoon,7,['teaspoon'],[7],,,,,,,,
17304,25519,P22,P22_07,take pesto sauce,32:29.2,32:31.2,116949,117069,take,0,sauce:pesto,41,['sauce:pesto'],[41],,,,,,,,
17305,25520,P22,P22_07,put on pesto sauce,32:31.5,32:32.5,117087,117150,put-on,1,sauce:pesto,41,['sauce:pesto'],[41],"(1,2)",,-1,-1,0,0,right,
17306,25521,P22,P22_07,take pesto sauce,32:32.4,32:34.1,117144,117246,take,0,sauce:pesto,41,['sauce:pesto'],[41],"(1,2)","(1,2)",-1,-1,0,0,right,
17307,25522,P22,P22_07,put on pesto sauce,32:34.2,32:35.7,117252,117342,put-on,1,sauce:pesto,41,['sauce:pesto'],[41],"(1,2)","(1,2)",-1,-1,0,0,right,
17308,25523,P22,P22_07,pick up spoon,32:37.3,32:38.1,117438,117483,pick-up,0,spoon,7,['spoon'],[7],,,,,,,,
17309,25524,P22,P22_07,stir pasta,32:38.2,32:48.4,117489,118104,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17310,25525,P22,P22_07,stir pasta,32:43.5,33:00.5,117808,118831,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17311,25526,P22,P22_07,stir pasta,32:46.7,33:00.2,118000,118811,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17312,25527,P22,P22_07,pick up jar,33:00.5,33:02.4,118831,118944,pick-up,0,jar,60,['jar'],[60],,,,,,,,
17313,25528,P22,P22_07,pick up pesto sauce,33:02.5,33:04.0,118950,119040,pick-up,0,sauce:pesto,41,['sauce:pesto'],[41],,,,,,,,
17314,25529,P22,P22_07,put in pesto sauce,33:04.1,33:06.9,119046,119213,put-in,22,sauce:pesto,41,['sauce:pesto'],[41],"(1,2)","(1,2)",-1,-1,0,0,right,
17315,25530,P22,P22_07,stir pasta,33:07.4,33:22.1,119241,120128,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17316,25531,P22,P22_07,stir pasta,33:10.9,33:13.5,119451,119607,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17317,25532,P22,P22_07,stir pasta,33:11.9,33:22.2,119512,120131,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17318,25533,P22,P22_07,pick up jar,33:22.3,33:23.6,120137,120218,pick-up,0,jar,60,['jar'],[60],,,,,,,,
17319,25534,P22,P22_07,put in pesto sauce,33:23.7,33:25.7,120224,120340,put-in,22,sauce:pesto,41,['sauce:pesto'],[41],,,,,,,,
17320,25535,P22,P22_07,pour pesto,33:25.8,33:32.4,120346,120743,pour,7,pesto,136,['pesto'],[136],"(1,2)","(1,2)",-1,-1,0,0,right,
17321,25536,P22,P22_07,put pesto,33:30.8,33:34.8,120646,120891,put,1,pesto,136,['pesto'],[136],,,,,,,,
17322,25537,P22,P22_07,pick up pesto,33:35.0,33:36.1,120897,120964,pick-up,0,pesto,136,['pesto'],[136],"(1,2)","(1,2)",-1,-1,0,0,right,
17323,25538,P22,P22_07,put pesto,33:36.2,33:37.6,120970,121057,put,1,pesto,136,['pesto'],[136],"(1,2)","(1,2)",-1,-1,0,0,right,
17324,25539,P22,P22_07,pick up pesto,33:37.7,33:41.2,121063,121270,pick-up,0,pesto,136,['pesto'],[136],"(1,2)","(1,2)",-1,-1,0,0,right,
17325,25540,P22,P22_07,put pesto,33:41.1,33:43.1,121268,121386,put,1,pesto,136,['pesto'],[136],"(1,2)","(1,2)",-1,-1,0,0,right,
17326,25541,P22,P22_07,put jar,33:41.7,33:42.6,121302,121355,put,1,jar,60,['jar'],[60],,,,,,,,
17327,25542,P22,P22_07,clean teaspoon,33:44.2,33:46.0,121449,121558,clean,4,teaspoon,7,['teaspoon'],[7],,,,,,,,
17328,25543,P22,P22_07,put teaspoon,33:46.1,33:47.0,121564,121619,put,1,teaspoon,7,['teaspoon'],[7],,,,,,,,
17329,25544,P22,P22_07,mix pasta,33:47.1,33:50.1,121625,121804,mix,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17330,25545,P22,P22_07,mix pasta,33:50.2,33:53.8,121810,122026,mix,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17331,25546,P22,P22_07,mix pasta,33:52.0,33:59.9,121920,122393,mix,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17332,25547,P22,P22_07,mix pasta,34:00.0,34:06.8,122399,122808,mix,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17333,25548,P22,P22_07,mix pasta,34:06.9,34:13.2,122814,123193,mix,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17334,25549,P22,P22_07,stir pasta,34:13.3,34:22.5,123199,123751,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17335,25550,P22,P22_07,pick up teaspoon,34:22.7,34:25.0,123764,123898,pick-up,0,teaspoon,7,['teaspoon'],[7],,,,,,,,
17336,25551,P22,P22_07,take pesto,34:24.9,34:28.3,123894,124099,take,0,pesto,136,['pesto'],[136],"(1,2)","(1,2)",-1,-1,0,0,right,
17337,25552,P22,P22_07,put in pesto,34:26.0,34:27.8,123961,124070,put-in,22,pesto,136,['pesto'],[136],"(1,2)","(1,2)",-1,-1,0,0,right,
17338,25553,P22,P22_07,put in pesto,34:27.9,34:29.7,124075,124185,put-in,22,pesto,136,['pesto'],[136],"(1,2)","(1,2)",-1,-1,0,0,right,
17339,25554,P22,P22_07,take pesto,34:29.6,34:31.6,124179,124294,take,0,pesto,136,['pesto'],[136],"(1,2)","(1,2)",-1,-1,0,0,right,
17340,25555,P22,P22_07,put in pesto,34:31.7,34:32.7,124300,124360,put-in,22,pesto,136,['pesto'],[136],"(1,2)","(1,2)",-1,-1,0,0,right,
17341,25556,P22,P22_07,take pesto,34:32.8,34:34.8,124366,124491,take,0,pesto,136,['pesto'],[136],"(1,2)","(1,2)",-1,-1,0,0,right,
17342,25557,P22,P22_07,put down teaspoon,34:36.7,34:37.9,124601,124672,put-down,1,teaspoon,7,['teaspoon'],[7],,,,,,,,
17343,25558,P22,P22_07,pick up water,34:39.8,34:41.2,124791,124870,pick-up,0,water,17,['water'],[17],,,,,,,,
17344,25559,P22,P22_07,pour water,34:41.2,34:44.9,124871,125096,pour,7,water,17,['water'],[17],,,,,,,,
17345,25560,P22,P22_07,close bottle of water,34:45.0,34:46.0,125102,125157,close,3,bottle,28,"['bottle', 'water']","[28, 17]",,,,,,,,
17346,25561,P22,P22_07,put down bottle of water,34:46.5,34:47.2,125192,125230,put-down,1,bottle,28,"['bottle', 'water']","[28, 17]",,,,,,,,
17347,25562,P22,P22_07,pour water,34:46.7,34:48.7,125204,125324,pour,7,water,17,['water'],[17],"(1,2)",,-1,-1,0,0,right,
17348,25563,P22,P22_07,stir pasta,34:50.0,34:55.4,125396,125725,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17349,25564,P22,P22_07,stir pasta,34:53.7,34:54.8,125620,125685,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17350,25565,P22,P22_07,stir pasta,34:55.5,35:04.9,125731,126294,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17351,25566,P22,P22_07,stir pasta,35:01.0,35:02.9,126060,126171,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17352,25567,P22,P22_07,stir pasta,35:05.3,35:07.6,126318,126453,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17353,25568,P22,P22_07,stir pasta,35:05.8,35:07.5,126345,126453,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17354,25569,P22,P22_07,pick spoon,35:31.7,35:32.8,127901,127967,pick,0,spoon,7,['spoon'],[7],,,,,,,,
17355,25570,P22,P22_07,clean teaspoon,35:32.3,35:36.2,127939,128169,clean,4,teaspoon,7,['teaspoon'],[7],,,,,,,,
17356,25571,P22,P22_07,put down teaspoon,35:36.8,35:37.5,128206,128253,put-down,1,teaspoon,7,['teaspoon'],[7],,,,,,,,
17357,25572,P22,P22_07,stir pasta,35:38.8,35:40.4,128328,128421,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17358,25573,P22,P22_07,set up stove,35:44.5,35:45.9,128668,128756,set-up,41,stove,47,['stove'],[47],"(1,2)","(1,2)",1,0,-1,-1,left,
17359,25574,P22,P22_07,stir pasta,35:46.1,35:52.4,128763,129145,stir,6,pasta,35,['pasta'],[35],"(1,2)","(1,2)",-1,-1,0,0,right,
17360,25575,P22,P22_07,stir pasta,35:48.2,35:50.4,128889,129022,stir,6,pasta,35,['pasta'],[35],,,,,,,,
17361,25576,P22,P22_07,put down wooden spoon,35:58.0,35:59.0,129482,129542,put-down,1,spoon:wooden,7,['spoon:wooden'],[7],,,,,,,,
17362,25577,P22,P22_07,pick lid,35:58.9,36:00.0,129535,129602,pick,0,lid,11,['lid'],[11],,,,,,,,
17363,25578,P22,P22_07,put lid in place,36:00.0,36:02.3,129599,129740,put,1,lid,11,"['lid', 'place']","[11, 0]",,,,,,,,
17364,25579,P22,P22_07,turn off cooker,36:01.8,36:04.6,129706,129876,turn-off,15,cooker,56,['cooker'],[56],"(1,2)","(1,2)",1,0,-1,-1,left,
17365,25580,P22,P22_07,move,36:06.3,36:07.0,129977,130022,move,9,cooker,56,['cooker'],[56],,,,,,,,
17366,25581,P22,P22_07,turn on tap,36:07.0,36:08.4,130018,130105,turn-on,12,tap,3,['tap'],[3],,,,,,,,
17367,25582,P22,P22_07,rinse hands,36:08.3,36:10.1,130100,130205,rinse,4,hand,12,['hand'],[12],,,,,,,,
17368,25583,P22,P22_07,turn off tap,36:09.6,36:10.8,130176,130246,turn-off,15,tap,3,['tap'],[3],,,,,,,,
17369,25584,P22,P22_07,dry hands,36:10.8,36:15.5,130247,130532,dry,11,hand,12,['hand'],[12],,,,,,,,
17370,25585,P22,P22_07,put down kitchen towel,36:14.5,36:16.9,130469,130615,put-down,1,towel:kitchen,66,['towel:kitchen'],[66],,,,,,,,
19678,27893,P22,P22_16,grab salad bowl,00:03.0,00:04.4,177,262,grab,0,bowl:salad,6,['bowl:salad'],[6],,,,,,,,
19679,27894,P22,P22_16,dry salad bowl,00:04.3,00:10.7,259,643,dry,11,bowl:salad,6,['bowl:salad'],[6],,,,,,,,
19680,27895,P22,P22_16,put down salad bowl,00:10.8,00:16.5,649,991,put-down,1,bowl:salad,6,['bowl:salad'],[6],,,,,,,,
19681,27896,P22,P22_16,move objects,00:23.7,00:25.7,1419,1544,move,9,bowl:salad,6,['bowl:salad'],[6],,,,,,,,
19682,27897,P22,P22_16,move glass,00:26.0,00:27.1,1558,1626,move,9,glass,16,['glass'],[16],,,,,,,,
19683,27898,P22,P22_16,put down glass,00:26.7,00:32.0,1603,1920,put-down,1,glass,16,['glass'],[16],,,,,,,,
19684,27899,P22,P22_16,grab small plate,00:31.4,00:33.4,1882,2002,grab,0,plate:small,4,['plate:small'],[4],,,,,,,,
19685,27900,P22,P22_16,put down small plate,00:33.5,00:34.6,2008,2077,put-down,1,plate:small,4,['plate:small'],[4],,,,,,,,
19686,27901,P22,P22_16,grab coffee cup,00:36.9,00:38.0,2212,2277,grab,0,cup:coffee,23,['cup:coffee'],[23],,,,,,,,
19687,27902,P22,P22_16,put down coffee cup,00:38.1,00:39.3,2283,2355,put-down,1,cup:coffee,23,['cup:coffee'],[23],,,,,,,,
19688,27903,P22,P22_16,grab filter,00:41.0,00:43.0,2457,2577,grab,0,filter,59,['filter'],[59],,,,,,,,
19689,27904,P22,P22_16,grab moka,00:43.0,00:43.7,2579,2621,grab,0,moka,126,['moka'],[126],,,,,,,,
19690,27905,P22,P22_16,put down moka,00:43.6,00:44.1,2619,2649,put-down,1,moka,126,['moka'],[126],,,,,,,,
19691,27906,P22,P22_16,grab moka,00:44.2,00:45.0,2655,2700,grab,0,moka,126,['moka'],[126],,,,,,,,
19692,27907,P22,P22_16,insert filter,00:45.1,00:45.8,2706,2751,insert,22,filter,59,['filter'],[59],,,,,,,,
19693,27908,P22,P22_16,tighten moka,00:46.0,00:51.4,2757,3084,tighten,74,moka,126,['moka'],[126],,,,,,,,
19694,27909,P22,P22_16,put down mocha,00:51.4,00:52.7,3086,3160,put-down,1,mocha,224,['mocha'],[224],,,,,,,,
19695,27910,P22,P22_16,pick up container,00:52.7,00:53.7,3162,3220,pick-up,0,container,29,['container'],[29],,,,,,,,
19696,27911,P22,P22_16,pick up cloth,00:54.5,00:55.6,3270,3333,pick-up,0,cloth,32,['cloth'],[32],,,,,,,,
19697,27912,P22,P22_16,dry container,00:55.5,00:56.4,3332,3385,dry,11,container,29,['container'],[29],,,,,,,,
19698,27913,P22,P22_16,put down container,00:56.2,00:57.2,3370,3432,put-down,1,container,29,['container'],[29],,,,,,,,
19699,27914,P22,P22_16,put down cloth,00:57.1,00:58.7,3424,3522,put-down,1,cloth,32,['cloth'],[32],,,,,,,,
19700,27915,P22,P22_16,pick up silverware,00:58.7,01:00.8,3524,3648,pick-up,0,silverware,75,['silverware'],[75],,,,,,,,
19701,27916,P22,P22_16,close cabinet,01:01.3,01:02.2,3675,3732,close,3,cabinet,8,['cabinet'],[8],,,,,,,,
19702,27917,P22,P22_16,open drawer,01:02.3,01:03.6,3738,3817,open,2,drawer,9,['drawer'],[9],,,,,,,,
19703,27918,P22,P22_16,put down teaspoon,01:03.2,01:05.1,3794,3907,put-down,1,teaspoon,7,['teaspoon'],[7],,,,,,,,
19704,27919,P22,P22_16,put down silverware,01:05.1,01:08.2,3906,4092,put-down,1,silverware,75,['silverware'],[75],,,,,,,,
19705,27920,P22,P22_16,put down spoons,01:07.5,01:10.3,4051,4215,put-down,1,spoon,7,['spoon'],[7],,,,,,,,
19706,27921,P22,P22_16,close drawer,01:09.4,01:11.2,4161,4273,close,3,drawer,9,['drawer'],[9],,,,,,,,
19707,27922,P22,P22_16,pick up mocha,01:10.1,01:11.4,4207,4282,pick-up,0,mocha,224,['mocha'],[224],,,,,,,,
19708,27923,P22,P22_16,put down mocha,01:12.0,01:13.7,4318,4420,put-down,1,mocha,224,['mocha'],[224],,,,,,,,
19709,27924,P22,P22_16,open drawer,01:16.8,01:19.3,4608,4759,open,2,drawer,9,['drawer'],[9],,,,,,,,
19710,27925,P22,P22_16,pick up pan,01:18.3,01:22.0,4696,4922,pick-up,0,pan,1,['pan'],[1],,,,,,,,
19711,27926,P22,P22_16,put down pan,01:21.8,01:23.5,4909,5007,put-down,1,pan,1,['pan'],[1],,,,,,,,
19712,27927,P22,P22_16,close drawer,01:24.0,01:24.7,5038,5083,close,3,drawer,9,['drawer'],[9],,,,,,,,
19713,27928,P22,P22_16,open tap,01:25.2,01:26.1,5109,5166,open,2,tap,3,['tap'],[3],,,,,,,,
19714,27929,P22,P22_16,rinse hands,01:26.0,01:28.3,5157,5298,rinse,4,hand,12,['hand'],[12],,,,,,,,
19715,27930,P22,P22_16,close tap,01:27.9,01:28.9,5273,5335,close,3,tap,3,['tap'],[3],,,,,,,,
19716,27931,P22,P22_16,shake hands,01:28.5,01:29.9,5308,5394,shake,14,hand,12,['hand'],[12],,,,,,,,
19717,27932,P22,P22_16,pick up cloth,01:30.2,01:30.8,5409,5448,pick-up,0,cloth,32,['cloth'],[32],,,,,,,,
19718,27933,P22,P22_16,dry hands,01:30.2,01:33.2,5413,5589,dry,11,hand,12,['hand'],[12],,,,,,,,
19719,27934,P22,P22_16,put down cloth,01:33.0,01:35.3,5581,5720,put-down,1,cloth,32,['cloth'],[32],,,,,,,,
19720,27935,P22,P22_16,pick up pan,01:35.5,01:36.8,5732,5805,pick-up,0,pan,1,['pan'],[1],"(1,3)",,-1,-1,0,0,right,
19721,27936,P22,P22_16,turn on stove,01:35.9,01:41.1,5751,6066,turn-on,12,stove,47,['stove'],[47],"(1,3)","(1,3)",0,0,-1,-1,left,
19722,27937,P22,P22_16,put down pan,01:40.2,01:41.5,6012,6088,put-down,1,pan,1,['pan'],[1],"(1,3)","(1,3)",-1,-1,0,0,right,
19723,27938,P22,P22_16,open cabinet,01:41.1,01:42.4,6064,6141,open,2,cabinet,8,['cabinet'],[8],,,,,,,,
19724,27939,P22,P22_16,light cooker,01:42.7,01:44.2,6164,6252,light,12,cooker,56,['cooker'],[56],"(1,2)","(1,3)",-1,-1,0,0,right,
19725,27940,P22,P22_16,open drawer,01:44.1,01:45.8,6243,6348,open,2,drawer,9,['drawer'],[9],,,,,,,,
19726,27941,P22,P22_16,look for something,01:45.8,01:57.7,6349,7061,look-for,38,drawer,9,['drawer'],[9],,,,,,,,
19727,27942,P22,P22_16,close drawer,01:57.5,01:58.6,7048,7114,close,3,drawer,9,['drawer'],[9],,,,,,,,
19728,27943,P22,P22_16,open drawer,01:58.3,01:59.5,7095,7170,open,2,drawer,9,['drawer'],[9],,,,,,,,
19729,27944,P22,P22_16,close drawer,01:59.5,02:00.5,7171,7232,close,3,drawer,9,['drawer'],[9],,,,,,,,
19730,27945,P22,P22_16,open drawer,02:01.3,02:02.3,7279,7336,open,2,drawer,9,['drawer'],[9],,,,,,,,
19731,27946,P22,P22_16,close drawer,02:02.4,02:03.0,7342,7382,close,3,drawer,9,['drawer'],[9],,,,,,,,
19732,27947,P22,P22_16,open drawer,02:03.0,02:03.7,7380,7424,open,2,drawer,9,['drawer'],[9],,,,,,,,
19733,27948,P22,P22_16,pick up lighter,02:03.8,02:06.7,7430,7604,pick-up,0,lighter,160,['lighter'],[160],,,,,,,,
19734,27949,P22,P22_16,close drawer,02:06.2,02:06.8,7570,7606,close,3,drawer,9,['drawer'],[9],,,,,,,,
19735,27950,P22,P22_16,light cooker,02:06.8,02:08.1,7609,7683,light,12,cooker,56,['cooker'],[56],"(1,2)",,-1,-1,0,0,right,
19736,27951,P22,P22_16,put down lighter,02:08.5,02:09.1,7707,7746,put-down,1,lighter,160,['lighter'],[160],,,,,,,,
19737,27952,P22,P22_16,move pan,02:09.2,02:10.1,7751,7808,move,9,pan,1,['pan'],[1],"(1,2)","(1,2)",-1,-1,0,0,right,
19738,27953,P22,P22_16,pick up lighter,02:10.2,02:12.2,7814,7931,pick-up,0,lighter,160,['lighter'],[160],,,,,,,,
19739,27954,P22,P22_16,light cooker,02:12.3,02:13.6,7937,8014,light,12,cooker,56,['cooker'],[56],"(1,2)","(1,2)",-1,-1,0,0,right,
19740,27955,P22,P22_16,put down lighter,02:13.7,02:15.7,8019,8141,put-down,1,lighter,160,['lighter'],[160],,,,,,,,
19741,27956,P22,P22_16,open cabinet,02:15.1,02:16.6,8104,8194,open,2,cabinet,8,['cabinet'],[8],,,,,,,,
19742,27957,P22,P22_16,put away lighter,02:16.7,02:18.2,8200,8290,put,1,lighter,160,['lighter'],[160],,,,,,,,
19743,27958,P22,P22_16,close cabinet,02:18.3,02:19.8,8296,8386,close,3,cabinet,8,['cabinet'],[8],,,,,,,,
19744,27959,P22,P22_16,open fridge,02:21.1,02:23.9,8467,8632,open,2,fridge,10,['fridge'],[10],"(1,1)","(1,2)",0,0,-1,-1,left,
19745,27960,P22,P22_16,pick up soda,02:24.3,02:25.3,8655,8716,pick-up,0,soda,0,['soda'],[281],"(1,1)","(1,1)",-1,-1,0,0,right,
19746,27961,P22,P22_16,pick up corn,02:24.3,02:25.1,8656,8706,pick-up,0,corn,161,['corn'],[161],"(1,1)","(1,1)",-1,-1,0,0,right,
19747,27962,P22,P22_16,pick up corn cobs,02:24.5,02:25.8,8668,8748,pick-up,0,cob:corn,161,['cob:corn'],[161],"(1,1)","(1,1)",-1,-1,0,0,right,
19748,27963,P22,P22_16,put down corn cobs,02:28.0,02:29.2,8882,8949,put-down,1,cob:corn,161,['cob:corn'],[161],,,,,,,,
19749,27964,P22,P22_16,open drawer,02:29.4,02:30.9,8964,9052,open,2,drawer,9,['drawer'],[9],,,,,,,,
19750,27965,P22,P22_16,pick up cutting board,02:30.9,02:32.3,9057,9139,pick-up,0,board:cutting,19,['board:cutting'],[19],,,,,,,,
19751,27966,P22,P22_16,put down cutting board,02:33.4,02:34.8,9204,9286,put-down,1,board:cutting,19,['board:cutting'],[19],,,,,,,,
19752,27967,P22,P22_16,move objects,02:34.1,02:34.9,9248,9291,move,9,board:cutting,19,['board:cutting'],[19],,,,,,,,
19753,27968,P22,P22_16,move corn cobs,02:34.9,02:36.1,9294,9363,move,9,cob:corn,161,['cob:corn'],[161],,,,,,,,
19754,27969,P22,P22_16,open drawer,02:36.4,02:38.1,9385,9486,open,2,drawer,9,['drawer'],[9],,,,,,,,
19755,27970,P22,P22_16,pick up knife,02:38.9,02:39.7,9533,9582,pick-up,0,knife,5,['knife'],[5],,,,,,,,
19756,27971,P22,P22_16,pick up spoon,02:39.9,02:40.9,9592,9655,pick-up,0,spoon,7,['spoon'],[7],,,,,,,,
19757,27972,P22,P22_16,put down spoon,02:41.1,02:42.2,9668,9732,put-down,1,spoon,7,['spoon'],[7],,,,,,,,
19758,27973,P22,P22_16,close drawer,02:42.0,02:42.7,9720,9763,close,3,drawer,9,['drawer'],[9],,,,,,,,
19759,27974,P22,P22_16,open bag,02:42.8,02:49.8,9769,10190,open,2,bag,20,['bag'],[20],,,,,,,,
19760,27975,P22,P22_16,take out corn cobs,02:49.4,02:50.8,10166,10249,take-out,10,cob:corn,161,['cob:corn'],[161],"(1,3)","(1,1)",-1,-1,0,0,right,
19761,27976,P22,P22_16,take out corn cob,02:50.6,02:51.1,10237,10267,take-out,10,cob:corn,161,['cob:corn'],[161],"(1,3)","(1,3)",-1,-1,0,0,right,
19762,27977,P22,P22_16,put down corn cob,02:51.6,02:52.5,10298,10349,put-down,1,cob:corn,161,['cob:corn'],[161],,,,,,,,
19763,27978,P22,P22_16,take out corn cob,02:52.6,02:54.5,10355,10469,take-out,10,cob:corn,161,['cob:corn'],[161],,,,,,,,
19764,27979,P22,P22_16,put down corn cob,02:54.4,02:55.0,10465,10498,put-down,1,cob:corn,161,['cob:corn'],[161],,,,,,,,
19765,27980,P22,P22_16,move bag,02:54.9,02:56.2,10492,10569,move,9,bag,20,['bag'],[20],,,,,,,,
19766,27981,P22,P22_16,grab sugar bowl,02:57.3,02:58.6,10639,10714,grab,0,bowl:sugar,6,['bowl:sugar'],[6],,,,,,,,
19767,27982,P22,P22_16,open sugar bowl,02:58.5,02:59.4,10710,10761,open,2,bowl:sugar,6,['bowl:sugar'],[6],,,,,,,,
19768,27983,P22,P22_16,put salt,03:00.7,03:03.2,10842,10989,put,1,salt,31,['salt'],[31],"(1,2)",,-1,-1,0,0,right,
19769,27984,P22,P22_16,put salt,03:03.0,03:04.9,10983,11094,put,1,salt,31,['salt'],[31],"(1,2)","(1,2)",-1,-1,0,0,right,
19770,27985,P22,P22_16,close can,03:06.0,03:07.5,11157,11251,close,3,can,87,['can'],[87],,,,,,,,
19771,27986,P22,P22_16,put down down can,03:07.4,03:08.6,11244,11314,put-down,1,can,87,['can'],[87],,,,,,,,
19772,27987,P22,P22_16,grab cob,03:09.3,03:10.0,11358,11401,grab,0,cob,161,['cob'],[161],"(1,2)","(1,2)",-1,-1,0,0,right,
