uid,participant_id,video_id,narration,start_timestamp,stop_timestamp,start_frame,stop_frame,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,grid_location,prior_grid ,lhand_vposition ,lhand_hposition ,rhand_vposition ,rhand_hposition ,hand in use ,
37252,P30,P30_05,turn off tap,33:20.1,33:21.9,120004,120112,turn-off,15,tap,3,['tap'],[3],,,,,,,,
37253,P30,P30_05,continue washing chopping board,33:24.4,33:29.3,120266,120556,wash,4,board:chopping,19,['board:chopping'],[19],,,,,,,,
37254,P30,P30_05,continue washing chopping board,33:30.4,33:32.2,120622,120733,wash,4,board:chopping,19,['board:chopping'],[19],,,,,,,,
37255,P30,P30_05,turn tap on,33:32.0,33:34.4,120720,120862,turn,13,tap,3,['tap'],[3],,,,,,,,
37256,P30,P30_05,move chopping board,33:34.8,33:38.1,120885,121089,move,9,board:chopping,19,['board:chopping'],[19],,,,,,,,
37258,P30,P30_05,put pizza pan,33:40.7,33:43.5,121244,121410,put,1,pan:pizza,1,['pan:pizza'],[1],,,,,,,,
37259,P30,P30_05,close cupboard,33:42.2,33:44.0,121332,121442,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
37260,P30,P30_05,rinse chopping board,33:44.1,33:50.3,121448,121815,rinse,4,board:chopping,19,['board:chopping'],[19],,,,,,,,
37261,P30,P30_05,continue rinsing chopping board,33:48.9,33:55.0,121731,122101,rinse,4,board:chopping,19,['board:chopping'],[19],,,,,,,,
37262,P30,P30_05,put washing board in drying rack,33:55.9,33:59.6,122152,122374,put,1,board:washing,19,"['board:washing', 'rack:drying']","[19, 61]",,,,,,,,
37263,P30,P30_05,turn off tap,33:59.1,34:00.7,122343,122444,turn-off,15,tap,3,['tap'],[3],,,,,,,,
37264,P30,P30_05,put mug and knife in washing up bowl,34:00.6,34:02.6,122437,122558,put-up,1,mug,23,"['mug', 'knife', 'bowl']","[23, 5, 6]",,,,,,,,
37265,P30,P30_05,wash jug,34:04.5,34:15.1,122667,123304,wash,4,jug,105,['jug'],[105],,,,,,,,
37266,P30,P30_05,wash mug,34:21.5,34:23.8,123689,123828,wash,4,mug,23,['mug'],[23],,,,,,,,
37267,P30,P30_05,wash mug,34:26.2,34:29.4,123971,124162,wash,4,mug,23,['mug'],[23],,,,,,,,
37268,P30,P30_05,continue rinsing mug,34:29.2,34:33.2,124155,124395,rinse,4,mug,23,['mug'],[23],,,,,,,,
37269,P30,P30_05,rinse mug,34:29.5,34:36.3,124168,124576,rinse,4,mug,23,['mug'],[23],,,,,,,,
37270,P30,P30_05,continue rinsing mug,34:34.8,34:36.3,124488,124578,rinse,4,mug,23,['mug'],[23],,,,,,,,
37271,P30,P30_05,put mug in washing rack,34:36.1,34:36.9,124565,124614,put,1,rack:washing,61,['rack:washing'],[61],,,,,,,,
37272,P30,P30_05,wash spoon,34:37.5,34:39.6,124650,124774,wash,4,spoon,7,['spoon'],[7],,,,,,,,
37273,P30,P30_05,rinse spoon,34:40.0,34:41.3,124798,124875,rinse,4,spoon,7,['spoon'],[7],,,,,,,,
37274,P30,P30_05,put spoon in drying rack,34:41.5,34:42.7,124889,124964,put,1,spoon,7,"['spoon', 'rack:drying']","[7, 61]",,,,,,,,
37275,P30,P30_05,wash jug,34:43.3,34:47.8,125000,125270,wash,4,jug,105,['jug'],[105],,,,,,,,
37276,P30,P30_05,stir food,34:48.8,34:53.0,125325,125577,stir,6,food,37,['food'],[37],"(4,5)","(4,5)",-1,-1,0,0,right,
37277,P30,P30_05,continue stirring food,34:53.1,34:58.8,125583,125929,stir,6,food,37,['food'],[37],"(4,5)","(4,5)",-1,-1,0,0,right,
37278,P30,P30_05,rinse jug,34:58.7,35:04.9,125921,126296,rinse,4,jug,105,['jug'],[105],,,,,,,,
37279,P30,P30_05,put jug in drying rack,35:07.5,35:09.0,126450,126540,put,1,jug,105,"['jug', 'rack:drying']","[105, 61]",,,,,,,,
37280,P30,P30_05,taste food,35:10.8,35:19.1,126651,127146,taste,39,food,37,['food'],[37],,,,,,,,
37281,P30,P30_05,remove lime from food,35:20.4,35:26.2,127226,127571,remove,10,lime,140,"['lime', 'food']","[140, 37]","(4,5)","(4,5)",-1,-1,0,0,right,
37282,P30,P30_05,remove lime from food,35:26.3,35:30.8,127577,127847,remove,10,lime,140,"['lime', 'food']","[140, 37]","(4,5)","(4,5)",-1,-1,0,0,right,
37283,P30,P30_05,remove lime from food,35:31.4,35:40.1,127883,128408,remove,10,lime,140,"['lime', 'food']","[140, 37]","(4,5)","(4,5)",-1,-1,0,0,right,
37284,P30,P30_05,remove lime from food,35:40.2,35:44.5,128414,128669,remove,10,lime,140,"['lime', 'food']","[140, 37]","(4,5)","(4,5)",-1,-1,0,0,right,
37285,P30,P30_05,remove lime from food,35:44.6,35:48.6,128675,128915,remove,10,lime,140,"['lime', 'food']","[140, 37]","(4,5)","(4,5)",-1,-1,0,0,right,
37286,P30,P30_05,open fridge,36:03.9,36:04.8,129835,129889,open,2,fridge,10,['fridge'],[10],,,,,,,,
37287,P30,P30_05,take lime,36:04.8,36:06.5,129887,129992,take,0,lime,140,['lime'],[140],,,,,,,,
37288,P30,P30_05,put lime,36:07.4,36:08.2,130045,130092,put,1,lime,140,['lime'],[140],,,,,,,,
37289,P30,P30_05,open fridge,36:08.0,36:09.8,130082,130187,open,2,fridge,10,['fridge'],[10],,,,,,,,
37290,P30,P30_05,take water,36:09.1,36:10.6,130148,130238,take,0,water,17,['water'],[17],,,,,,,,
37291,P30,P30_05,close fridge,36:10.2,36:11.4,130214,130282,close,3,fridge,10,['fridge'],[10],,,,,,,,
37292,P30,P30_05,open water bottle,36:11.4,36:13.3,130281,130399,open,2,bottle:water,28,['bottle:water'],[28],,,,,,,,
37293,P30,P30_05,drink water,36:13.2,36:19.1,130390,130746,drink,58,water,17,['water'],[17],,,,,,,,
37294,P30,P30_05,put bottle,36:19.2,36:20.9,130751,130853,put,1,bottle,28,['bottle'],[28],,,,,,,,
37295,P30,P30_05,move bottle,36:20.2,36:23.1,130814,130989,move,9,bottle,28,['bottle'],[28],,,,,,,,
37296,P30,P30_05,take bottle,36:23.3,36:24.4,130995,131066,take,0,bottle,28,['bottle'],[28],,,,,,,,
37297,P30,P30_05,empty bottle,36:24.5,36:30.7,131072,131442,empty,18,bottle,28,['bottle'],[28],,,,,,,,
37298,P30,P30_05,rinse sponge,36:32.3,36:35.1,131539,131706,rinse,4,sponge,21,['sponge'],[21],,,,,,,,
37299,P30,P30_05,take scissors,36:36.4,36:37.6,131781,131857,take,0,scissors,76,['scissors'],[76],,,,,,,,
37300,P30,P30_05,clean scissors,36:38.3,36:40.2,131896,132009,clean,4,scissors,76,['scissors'],[76],,,,,,,,
37301,P30,P30_05,wipe scissors,36:40.3,36:42.3,132015,132139,wipe,4,scissors,76,['scissors'],[76],,,,,,,,
37302,P30,P30_05,rinse scissors,36:42.4,36:46.7,132145,132400,rinse,4,scissors,76,['scissors'],[76],,,,,,,,
37303,P30,P30_05,continue rinsing scissors,36:46.5,36:47.8,132391,132468,rinse,4,scissors,76,['scissors'],[76],,,,,,,,
37304,P30,P30_05,turn off tap,36:47.9,36:48.7,132474,132524,turn-off,15,tap,3,['tap'],[3],,,,,,,,
37305,P30,P30_05,put scissors in drying rack,36:49.7,36:53.4,132582,132802,put,1,scissors,76,"['scissors', 'rack:drying']","[76, 61]",,,,,,,,
37306,P30,P30_05,wipe surface,36:54.4,36:59.3,132865,133156,wipe,4,surface,78,['surface'],[78],,,,,,,,
37307,P30,P30_05,continue wiping surface,36:58.1,37:00.8,133086,133246,wipe,4,surface,78,['surface'],[78],,,,,,,,
37308,P30,P30_05,continue wiping surface,36:58.3,37:03.0,133098,133378,wipe,4,surface,78,['surface'],[78],,,,,,,,
37309,P30,P30_05,continue wiping surface,37:00.1,37:03.6,133207,133414,wipe,4,surface,78,['surface'],[78],,,,,,,,
37310,P30,P30_05,continue wiping surface,37:02.2,37:07.7,133334,133663,wipe,4,surface,78,['surface'],[78],,,,,,,,
37311,P30,P30_05,continue wiping surface,37:07.8,37:15.8,133669,134148,wipe,4,surface,78,['surface'],[78],,,,,,,,
37312,P30,P30_05,continue wiping surface,37:15.9,37:21.0,134154,134459,wipe,4,surface,78,['surface'],[78],,,,,,,,
37313,P30,P30_05,continue wiping surface,37:21.1,37:22.8,134465,134569,wipe,4,surface,78,['surface'],[78],,,,,,,,
37314,P30,P30_05,continue wiping surface,37:22.9,37:26.1,134575,134763,wipe,4,surface,78,['surface'],[78],,,,,,,,
37315,P30,P30_05,continue wiping surface,37:23.0,37:26.5,134578,134788,wipe,4,surface,78,['surface'],[78],,,,,,,,
37316,P30,P30_05,rinse sponge,37:28.2,37:31.7,134890,135099,rinse,4,sponge,21,['sponge'],[21],,,,,,,,
37317,P30,P30_05,rinse sponge,37:30.9,37:32.7,135051,135162,rinse,4,sponge,21,['sponge'],[21],,,,,,,,
37318,P30,P30_05,rinse knife and spoon,37:33.8,37:45.4,135226,135921,rinse,4,knife,5,"['knife', 'spoon']","[5, 7]",,,,,,,,
37319,P30,P30_05,put knife and spoon in drying rack,37:46.7,37:48.9,135999,136137,put,1,knife,5,"['knife', 'spoon', 'rack:drying']","[5, 7, 61]",,,,,,,,
37320,P30,P30_05,rinse sponge,37:49.1,37:52.3,136146,136339,rinse,4,sponge,21,['sponge'],[21],,,,,,,,
37321,P30,P30_05,take lime pieces,37:52.7,37:56.0,136364,136562,take,0,piece:lime,140,['piece:lime'],[140],,,,,,,,
37322,P30,P30_05,put lime pieces in bin,37:56.6,37:59.4,136593,136761,put,1,piece:lime,140,"['piece:lime', 'bin']","[140, 25]",,,,,,,,
37323,P30,P30_05,wipe surface,37:59.7,38:03.7,136784,137021,wipe,4,surface,78,['surface'],[78],,,,,,,,
37324,P30,P30_05,clean sponge,38:03.7,38:08.4,137020,137305,clean,4,sponge,21,['sponge'],[21],,,,,,,,
37325,P30,P30_05,wipe surface,38:08.4,38:10.6,137304,137434,wipe,4,surface,78,['surface'],[78],,,,,,,,
37326,P30,P30_05,clean sponge,38:10.7,38:17.8,137441,137868,clean,4,sponge,21,['sponge'],[21],,,,,,,,
37327,P30,P30_05,empty washing out bowl,38:17.9,38:20.0,137874,137998,empty-out,18,bowl,6,['bowl'],[6],,,,,,,,
37328,P30,P30_05,lift pan lid,38:24.4,38:26.0,138265,138359,lift,73,pan,1,"['pan', 'lid']","[1, 11]",,,,,,,,
37329,P30,P30_05,adjust gas temperature,38:26.2,38:32.8,138369,138767,adjust,17,temperature:gas,106,['temperature:gas'],[106],,,,,,,,
37330,P30,P30_05,put pan lid,38:31.7,38:34.6,138703,138874,put,1,pan,1,"['pan', 'lid']","[1, 11]",,,,,,,,
37331,P30,P30_05,adjust gas temperature,38:41.9,38:51.3,139315,139880,adjust,17,temperature:gas,106,['temperature:gas'],[106],"(4,5)",,-1,-1,0,0,right,
37332,P30,P30_05,stir food,38:52.9,38:57.9,139975,140273,stir,6,food,37,['food'],[37],"(4,5)","(4,5)",-1,-1,0,0,right,
37333,P30,P30_05,stir food,38:53.9,39:01.2,140032,140469,stir,6,food,37,['food'],[37],"(4,5)","(4,5)",-1,-1,0,0,right,
37334,P30,P30_05,continue stirring food,38:54.8,39:00.3,140088,140420,stir,6,food,37,['food'],[37],"(4,5)","(4,5)",-1,-1,0,0,right,
37335,P30,P30_05,take bag of fish,39:01.4,39:03.7,140481,140619,take,0,bag,20,"['bag', 'fish']","[20, 100]",,,,,,,,
37336,P30,P30_05,open bag of fish,39:04.3,39:09.6,140659,140975,open,2,bag,20,"['bag', 'fish']","[20, 100]",,,,,,,,
37337,P30,P30_05,remove fish from bag,39:10.2,39:18.7,141012,141522,remove,10,fish,100,"['fish', 'bag']","[100, 20]","(4,5)","(4,5)",0,0,-1,-1,left,
37338,P30,P30_05,put fish in pan,39:18.0,39:28.5,141480,142108,put,1,fish,100,"['fish', 'pan']","[100, 1]","(4,5)","(4,5)",0,0,-1,-1,left,
37339,P30,P30_05,put fish in pan,39:18.4,39:28.8,141502,142126,put,1,fish,100,"['fish', 'pan']","[100, 1]","(4,5)","(4,5)",0,0,-1,-1,left,
37340,P30,P30_05,open bin,39:29.5,39:31.5,142167,142293,open,2,bin,25,['bin'],[25],,,,,,,,
37341,P30,P30_05,put bag in bin,39:31.4,39:32.2,142285,142334,put,1,bag,20,"['bag', 'bin']","[20, 25]",,,,,,,,
37342,P30,P30_05,stir food,39:33.4,39:40.1,142406,142805,stir,6,food,37,['food'],[37],"(4,5)","(4,5)",-1,-1,0,0,right,
37343,P30,P30_05,adjust gas temperature,39:40.6,39:50.4,142834,143425,adjust,17,temperature:gas,106,['temperature:gas'],[106],"(4,5)","(4,5)",-1,-1,0,0,right,
37344,P30,P30_05,take rubbish,39:52.5,39:54.1,143549,143643,take,0,rubbish,108,['rubbish'],[108],,,,,,,,
37345,P30,P30_05,move,39:53.2,39:57.9,143592,143871,move,9,rubbish,108,['rubbish'],[108],,,,,,,,
37347,P30,P30_05,put rubbish in bin,40:04.5,40:07.8,144271,144469,put,1,rubbish,108,"['rubbish', 'bin']","[108, 25]",,,,,,,,
37348,P30,P30_05,unwrap lime,40:09.5,40:13.3,144570,144799,unwrap,77,lime,140,['lime'],[140],,,,,,,,
37349,P30,P30_05,put cling film in bin,40:13.2,40:14.4,144793,144862,put,1,film:cling,91,"['film:cling', 'bin']","[91, 25]",,,,,,,,
37350,P30,P30_05,put lime,40:14.8,40:15.7,144886,144939,put,1,lime,140,['lime'],[140],,,,,,,,
37351,P30,P30_05,take chopping board,40:17.8,40:20.5,145070,145228,take,0,board:chopping,19,['board:chopping'],[19],,,,,,,,
37352,P30,P30_05,put chopping board,40:20.6,40:22.0,145234,145320,put,1,board:chopping,19,['board:chopping'],[19],,,,,,,,
37353,P30,P30_05,take knife,40:22.9,40:24.1,145375,145445,take,0,knife,5,['knife'],[5],,,,,,,,
37354,P30,P30_05,open bag of carrots,40:23.6,40:25.5,145418,145530,open,2,bag,20,"['bag', 'carrot']","[20, 40]",,,,,,,,
37355,P30,P30_05,take carrot,40:25.6,40:29.5,145536,145771,take,0,carrot,40,['carrot'],[40],,,,,,,,
37356,P30,P30_05,put carrot,40:29.5,40:31.8,145768,145906,put,1,carrot,40,['carrot'],[40],,,,,,,,
37357,P30,P30_05,remove carrots from bag,40:29.7,40:32.6,145781,145958,remove,10,carrot,40,"['carrot', 'bag']","[40, 20]",,,,,,,,
37358,P30,P30_05,open fridge,40:33.5,40:34.5,146010,146069,open,2,fridge,10,['fridge'],[10],,,,,,,,
37359,P30,P30_05,take box of carrots from fridge,40:35.0,40:37.1,146101,146226,take,0,box,39,"['box', 'carrot', 'fridge']","[39, 40, 10]",,,,,,,,
37360,P30,P30_05,close fridge,40:37.5,40:39.5,146248,146368,close,3,fridge,10,['fridge'],[10],,,,,,,,
37361,P30,P30_05,top and tail carrot,40:41.1,40:43.8,146463,146626,top,28,tail,245,"['tail', 'carrot']","[245, 40]","(4,5)",,-1,-1,0,0,right,
37362,P30,P30_05,top and tail carrot,40:44.3,40:46.4,146655,146781,top,28,tail,245,"['tail', 'carrot']","[245, 40]","(4,5)","(4,5)",-1,-1,0,0,right,
37363,P30,P30_05,top and tail carrot,40:47.1,40:52.0,146827,147120,top,28,tail,245,"['tail', 'carrot']","[245, 40]","(4,5)","(4,5)",-1,-1,0,0,right,
37364,P30,P30_05,top and tail carrot,40:53.0,40:55.8,147180,147345,top,28,tail,245,"['tail', 'carrot']","[245, 40]","(4,5)","(4,5)",-1,-1,0,0,right,
37365,P30,P30_05,top and tail carrot,40:57.1,40:59.0,147423,147538,top,28,tail,245,"['tail', 'carrot']","[245, 40]","(4,5)","(4,5)",-1,-1,0,0,right,
37366,P30,P30_05,top and tail carrot,41:01.0,41:04.1,147660,147843,top,28,tail,245,"['tail', 'carrot']","[245, 40]","(4,5)","(4,5)",-1,-1,0,0,right,
37367,P30,P30_05,top and tail carrot,41:04.0,41:13.7,147840,148425,top,28,tail,245,"['tail', 'carrot']","[245, 40]","(4,5)","(4,5)",-1,-1,0,0,right,
37368,P30,P30_05,top and tail carrot,41:06.0,41:08.5,147958,148110,top,28,tail,245,"['tail', 'carrot']","[245, 40]","(4,5)","(4,5)",-1,-1,0,0,right,
37369,P30,P30_05,top and tail carrot,41:09.2,41:12.0,148153,148318,top,28,tail,245,"['tail', 'carrot']","[245, 40]","(4,5)","(4,5)",-1,-1,0,0,right,
37370,P30,P30_05,adjust gas temperature,41:13.9,41:18.3,148431,148698,adjust,17,temperature:gas,106,['temperature:gas'],[106],"(4,5)","(4,5)",-1,-1,0,0,right,
37371,P30,P30_05,remove pan lid,41:15.1,41:16.9,148507,148616,remove,10,pan,1,"['pan', 'lid']","[1, 11]","(4,5)","(4,5)",0,0,-1,-1,left,
37372,P30,P30_05,stir rice,41:18.8,41:22.2,148728,148933,stir,6,rice,44,['rice'],[44],"(4,5)","(4,5)",-1,-1,0,0,right,
37373,P30,P30_05,continue stirring rice,41:22.3,41:28.2,148939,149290,stir,6,rice,44,['rice'],[44],"(4,5)","(4,5)",-1,-1,0,0,right,
37374,P30,P30_05,adjust gas temperature,41:28.0,41:29.9,149278,149393,adjust,17,temperature:gas,106,['temperature:gas'],[106],"(4,5)","(4,5)",-1,-1,0,0,right,
37375,P30,P30_05,stir rice,41:30.0,41:34.5,149399,149668,stir,6,rice,44,['rice'],[44],"(4,5)","(4,5)",-1,-1,0,0,right,
37376,P30,P30_05,put pan lid,41:34.5,41:36.4,149670,149781,put,1,pan,1,"['pan', 'lid']","[1, 11]","(4,5)","(4,5)",0,0,-1,-1,left,
37377,P30,P30_05,put spoon,41:35.8,41:37.5,149747,149847,put,1,spoon,7,['spoon'],[7],,,,,,,,
37378,P30,P30_05,open drawer,41:37.5,41:41.2,149849,150073,open,2,drawer,9,['drawer'],[9],,,,,,,,
37379,P30,P30_05,take peeler,41:40.5,41:41.7,150027,150103,take,0,peeler,86,['peeler'],[86],,,,,,,,
37380,P30,P30_05,close drawer,41:41.5,41:42.3,150089,150136,close,3,drawer,9,['drawer'],[9],,,,,,,,
37381,P30,P30_05,move chopping board,41:42.3,41:43.5,150141,150212,move,9,board:chopping,19,['board:chopping'],[19],,,,,,,,
37382,P30,P30_05,open box of carrots,41:44.0,41:46.9,150239,150415,open,2,box,39,"['box', 'carrot']","[39, 40]",,,,,,,,
37383,P30,P30_05,open cupboard,41:47.7,41:48.5,150459,150511,open,2,cupboard,8,['cupboard'],[8],,,,,,,,
37384,P30,P30_05,take bowl,41:48.6,41:49.5,150516,150568,take,0,bowl,6,['bowl'],[6],,,,,,,,
37385,P30,P30_05,close cupboard,41:49.2,41:49.9,150550,150595,close,3,cupboard,8,['cupboard'],[8],,,,,,,,
37386,P30,P30_05,put carrots in bowl,41:50.2,41:53.4,150613,150802,put,1,carrot,40,"['carrot', 'bowl']","[40, 6]",,,,,,,,
37387,P30,P30_05,empty box of water,41:55.9,41:57.9,150955,151074,empty,18,box,39,"['box', 'water']","[39, 17]",,,,,,,,
37388,P30,P30_05,rinse box,41:58.0,42:01.3,151080,151275,rinse,4,box,39,['box'],[39],,,,,,,,
37389,P30,P30_05,rinse box,41:59.1,42:01.4,151148,151284,rinse,4,box,39,['box'],[39],,,,,,,,
37390,P30,P30_05,rinse box,42:00.7,42:04.8,151242,151487,rinse,4,box,39,['box'],[39],,,,,,,,
37391,P30,P30_05,skin carrot,42:10.9,42:13.5,151855,152010,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37392,P30,P30_05,continue skinning carrot,42:13.6,42:15.6,152016,152134,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37393,P30,P30_05,continue skinning carrot,42:19.3,42:21.4,152356,152485,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37394,P30,P30_05,continue skinning carrot,42:20.9,42:23.1,152456,152589,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37395,P30,P30_05,continue skinning carrot,42:22.9,42:28.4,152575,152904,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37396,P30,P30_05,put carrot in box,42:29.6,42:30.5,152973,153028,put,1,carrot,40,"['carrot', 'box']","[40, 39]",,,,,,,,
37397,P30,P30_05,skin carrot,42:31.2,42:32.8,153071,153169,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37398,P30,P30_05,adjust gas temperature,42:35.4,42:40.8,153325,153646,adjust,17,temperature:gas,106,['temperature:gas'],[106],"(4,5)","(4,5)",-1,-1,0,0,right,
37399,P30,P30_05,skin carrot,42:41.6,42:45.1,153698,153905,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37400,P30,P30_05,continue skinning carrot,42:44.3,42:49.6,153858,154178,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37401,P30,P30_05,continue skinning carrot,42:49.1,42:55.9,154143,154551,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37402,P30,P30_05,continue skinning carrot,42:55.1,43:01.7,154506,154903,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37403,P30,P30_05,skin carrot,43:01.8,43:04.4,154909,155066,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37404,P30,P30_05,continue skinning carrot,43:01.8,43:03.8,154910,155029,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37405,P30,P30_05,continue skinning carrot,43:06.2,43:09.3,155170,155355,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37406,P30,P30_05,continue skinning carrot,43:07.2,43:13.2,155229,155590,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37407,P30,P30_05,put carrot in box,43:18.3,43:19.1,155899,155947,put,1,carrot,40,"['carrot', 'box']","[40, 39]",,,,,,,,
37408,P30,P30_05,continue skinning carrot,43:19.9,43:23.3,155992,156198,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37409,P30,P30_05,skin carrot,43:20.2,43:24.0,156010,156241,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37410,P30,P30_05,continue skinning carrot,43:23.4,43:30.0,156204,156598,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37411,P30,P30_05,continue skinning carrot,43:24.0,43:26.4,156241,156387,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37412,P30,P30_05,remove bad bit from carrot,43:26.6,43:29.4,156393,156561,remove,10,carrot,40,['carrot'],"[40, 40]","(4,5)","(4,5)",-1,-1,0,0,right,
37413,P30,P30_05,continue skinning carrot,43:29.9,43:33.2,156593,156790,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37414,P30,P30_05,continue skinning carrot,43:32.7,43:36.3,156760,156976,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37415,P30,P30_05,continue skinning carrot,43:35.9,43:39.0,156956,157141,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37416,P30,P30_05,put carrot in box,43:39.0,43:39.8,157137,157188,put,1,carrot,40,"['carrot', 'box']","[40, 39]","(4,5)","(4,5)",-1,-1,0,0,right,
37417,P30,P30_05,skin carrot,43:40.1,43:45.9,157203,157555,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37418,P30,P30_05,continue skinning carrot,43:40.3,43:43.9,157218,157434,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37419,P30,P30_05,continue skinning carrot,43:44.8,43:48.3,157490,157698,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37420,P30,P30_05,continue skinning carrot,43:45.6,43:49.0,157537,157738,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37421,P30,P30_05,continue skinning carrot,43:49.1,43:51.2,157744,157873,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37422,P30,P30_05,continue skinning carrot,43:51.3,43:58.7,157879,158319,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37423,P30,P30_05,put carrot in box,43:58.5,43:59.2,158309,158353,put,1,carrot,40,"['carrot', 'box']","[40, 39]","(4,5)","(4,5)",-1,-1,0,0,right,
37424,P30,P30_05,skin carrot,44:00.1,44:02.3,158405,158541,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37425,P30,P30_05,continue skinning carrot,44:03.1,44:06.7,158584,158803,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37426,P30,P30_05,continue skinning carrot,44:06.3,44:14.4,158778,159261,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37427,P30,P30_05,continue chopping carrot,44:15.8,44:20.0,159346,159598,chop,5,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37428,P30,P30_05,continue chopping carrot,44:20.1,44:25.8,159604,159949,chop,5,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37429,P30,P30_05,put carrot in box,44:31.5,44:34.3,160293,160459,put,1,carrot,40,"['carrot', 'box']","[40, 39]",,,,,,,,
37430,P30,P30_05,skin carrot,44:34.4,44:40.5,160465,160828,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37431,P30,P30_05,remove bad bit from carrot,44:39.6,44:45.9,160773,161151,remove,10,carrot,40,['carrot'],"[40, 40]","(4,5)","(4,5)",-1,-1,0,0,right,
37432,P30,P30_05,remove bad bit from carrot,44:39.6,44:45.6,160773,161139,remove,10,carrot,40,['carrot'],"[40, 40]","(4,5)","(4,5)",-1,-1,0,0,right,
37433,P30,P30_05,remove bad bit from carrot,44:44.9,44:45.9,161092,161155,remove,10,carrot,40,['carrot'],"[40, 40]","(4,5)","(4,5)",-1,-1,0,0,right,
37434,P30,P30_05,skin carrot,44:46.1,44:49.3,161168,161359,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37435,P30,P30_05,continue skinning carrot,44:49.3,44:52.1,161356,161527,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37436,P30,P30_05,continue skinning carrot,44:52.2,44:54.2,161533,161649,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37437,P30,P30_05,continue skinning carrot,44:54.3,44:56.8,161656,161805,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37438,P30,P30_05,continue skinning carrot,44:56.9,45:00.4,161811,162025,skin,16,carrot,40,['carrot'],[40],"(4,5)","(4,5)",-1,-1,0,0,right,
37439,P30,P30_05,put carrot in box,44:59.9,45:00.9,161993,162055,put,1,carrot,40,"['carrot', 'box']","[40, 39]","(4,5)","(4,5)",-1,-1,0,0,right,
37440,P30,P30_05,take carrot,45:01.1,45:02.0,162067,162120,take,0,carrot,40,['carrot'],[40],,,,,,,,
