input,target,start_coords.x,start_coords.y,start_coords.z,set_4.already_seen,bowl_1.already_seen,knife.already_seen,dish_3.already_seen,cup.already_seen,set_2.already_seen,food.already_seen,dish_2.already_seen,tray.already_seen,set_8.already_seen,spoon_small.already_seen,cutting_board.already_seen,glass_3.already_seen,glass.already_seen,set_9.already_seen,napkin.already_seen,silverware_2.already_seen,set_7.already_seen,wineglass.already_seen,silverware.already_seen,silverware_3.already_seen,bowl_3.already_seen,container.already_seen,plate_small.already_seen,bottle.already_seen,seasoning.already_seen,silverware_1.already_seen,dish_1.already_seen,bowl.already_seen,plate_1.already_seen,set_1.already_seen,cookware.already_seen,set_0.already_seen,set_3.already_seen,set_5.already_seen,egg_cup.already_seen,spoon.already_seen,plate.already_seen,beverage.already_seen,fork_small.already_seen,placemat.already_seen,fork.already_seen,utensil.already_seen,set_6.already_seen,coordinates_plate.x,coordinates_plate.y,coordinates_plate.z,plate.containment,plate.food_k,plate.strong_k,plate.mid_k,coordinates_plate_small.x,coordinates_plate_small.y,coordinates_plate_small.z,plate_small.containment,plate_small.food_k,plate_small.strong_k,plate_small.mid_k,coordinates_cup.x,coordinates_cup.y,coordinates_cup.z,cup.containment,cup.food_k,cup.strong_k,cup.mid_k,coordinates_glass.x,coordinates_glass.y,coordinates_glass.z,glass.containment,glass.food_k,glass.strong_k,glass.mid_k,coordinates_knife.x,coordinates_knife.y,coordinates_knife.z,knife.containment,knife.food_k,knife.strong_k,knife.mid_k,coordinates_spoon_small.x,coordinates_spoon_small.y,coordinates_spoon_small.z,spoon_small.containment,spoon_small.food_k,spoon_small.strong_k,spoon_small.mid_k,coordinates_wineglass.x,coordinates_wineglass.y,coordinates_wineglass.z,wineglass.containment,wineglass.food_k,wineglass.strong_k,wineglass.mid_k,coordinates_fork.x,coordinates_fork.y,coordinates_fork.z,fork.containment,fork.food_k,fork.strong_k,fork.mid_k,coordinates_spoon.x,coordinates_spoon.y,coordinates_spoon.z,spoon.containment,spoon.food_k,spoon.strong_k,spoon.mid_k,coordinates_tray.x,coordinates_tray.y,coordinates_tray.z,tray.containment,tray.food_k,tray.strong_k,tray.mid_k,coordinates_fork_small.x,coordinates_fork_small.y,coordinates_fork_small.z,fork_small.containment,fork_small.food_k,fork_small.strong_k,fork_small.mid_k,coordinates_napkin.x,coordinates_napkin.y,coordinates_napkin.z,napkin.containment,napkin.food_k,napkin.strong_k,napkin.mid_k,coordinates_silverware.x,coordinates_silverware.y,coordinates_silverware.z,silverware.containment,silverware.food_k,silverware.strong_k,silverware.mid_k,coordinates_placemat.x,coordinates_placemat.y,coordinates_placemat.z,placemat.containment,placemat.food_k,placemat.strong_k,placemat.mid_k,coordinates_container.x,coordinates_container.y,coordinates_container.z,container.containment,container.food_k,container.strong_k,container.mid_k,coordinates_cutting_board.x,coordinates_cutting_board.y,coordinates_cutting_board.z,cutting_board.containment,cutting_board.food_k,cutting_board.strong_k,cutting_board.mid_k,coordinates_beverage.x,coordinates_beverage.y,coordinates_beverage.z,beverage.containment,beverage.food_k,beverage.strong_k,beverage.mid_k,coordinates_bowl.x,coordinates_bowl.y,coordinates_bowl.z,bowl.containment,bowl.food_k,bowl.strong_k,bowl.mid_k,coordinates_bottle.x,coordinates_bottle.y,coordinates_bottle.z,bottle.containment,bottle.food_k,bottle.strong_k,bottle.mid_k,coordinates_food.x,coordinates_food.y,coordinates_food.z,food.containment,food.food_k,food.strong_k,food.mid_k,coordinates_utensil.x,coordinates_utensil.y,coordinates_utensil.z,utensil.containment,utensil.food_k,utensil.strong_k,utensil.mid_k,coordinates_seasoning.x,coordinates_seasoning.y,coordinates_seasoning.z,seasoning.containment,seasoning.food_k,seasoning.strong_k,seasoning.mid_k,coordinates_cookware.x,coordinates_cookware.y,coordinates_cookware.z,cookware.containment,cookware.food_k,cookware.strong_k,cookware.mid_k,coordinates_egg_cup.x,coordinates_egg_cup.y,coordinates_egg_cup.z,egg_cup.containment,egg_cup.food_k,egg_cup.strong_k,egg_cup.mid_k,coordinates_set_0.x,coordinates_set_0.y,coordinates_set_0.z,set_0.containment,set_0.food_k,set_0.strong_k,set_0.mid_k,coordinates_silverware_3.x,coordinates_silverware_3.y,coordinates_silverware_3.z,silverware_3.containment,silverware_3.food_k,silverware_3.strong_k,silverware_3.mid_k,coordinates_set_2.x,coordinates_set_2.y,coordinates_set_2.z,set_2.containment,set_2.food_k,set_2.strong_k,set_2.mid_k,coordinates_set_3.x,coordinates_set_3.y,coordinates_set_3.z,set_3.containment,set_3.food_k,set_3.strong_k,set_3.mid_k,coordinates_set_4.x,coordinates_set_4.y,coordinates_set_4.z,set_4.containment,set_4.food_k,set_4.strong_k,set_4.mid_k,coordinates_set_5.x,coordinates_set_5.y,coordinates_set_5.z,set_5.containment,set_5.food_k,set_5.strong_k,set_5.mid_k,coordinates_set_1.x,coordinates_set_1.y,coordinates_set_1.z,set_1.containment,set_1.food_k,set_1.strong_k,set_1.mid_k,coordinates_plate_1.x,coordinates_plate_1.y,coordinates_plate_1.z,plate_1.containment,plate_1.food_k,plate_1.strong_k,plate_1.mid_k,coordinates_set_6.x,coordinates_set_6.y,coordinates_set_6.z,set_6.containment,set_6.food_k,set_6.strong_k,set_6.mid_k,coordinates_glass_3.x,coordinates_glass_3.y,coordinates_glass_3.z,glass_3.containment,glass_3.food_k,glass_3.strong_k,glass_3.mid_k,coordinates_set_7.x,coordinates_set_7.y,coordinates_set_7.z,set_7.containment,set_7.food_k,set_7.strong_k,set_7.mid_k,coordinates_set_8.x,coordinates_set_8.y,coordinates_set_8.z,set_8.containment,set_8.food_k,set_8.strong_k,set_8.mid_k,coordinates_silverware_2.x,coordinates_silverware_2.y,coordinates_silverware_2.z,silverware_2.containment,silverware_2.food_k,silverware_2.strong_k,silverware_2.mid_k,coordinates_silverware_1.x,coordinates_silverware_1.y,coordinates_silverware_1.z,silverware_1.containment,silverware_1.food_k,silverware_1.strong_k,silverware_1.mid_k,coordinates_bowl_1.x,coordinates_bowl_1.y,coordinates_bowl_1.z,bowl_1.containment,bowl_1.food_k,bowl_1.strong_k,bowl_1.mid_k,coordinates_dish_1.x,coordinates_dish_1.y,coordinates_dish_1.z,dish_1.containment,dish_1.food_k,dish_1.strong_k,dish_1.mid_k,coordinates_dish_2.x,coordinates_dish_2.y,coordinates_dish_2.z,dish_2.containment,dish_2.food_k,dish_2.strong_k,dish_2.mid_k,coordinates_bowl_3.x,coordinates_bowl_3.y,coordinates_bowl_3.z,bowl_3.containment,bowl_3.food_k,bowl_3.strong_k,bowl_3.mid_k,coordinates_dish_3.x,coordinates_dish_3.y,coordinates_dish_3.z,dish_3.containment,dish_3.food_k,dish_3.strong_k,dish_3.mid_k,coordinates_set_9.x,coordinates_set_9.y,coordinates_set_9.z,set_9.containment,set_9.food_k,set_9.strong_k,set_9.mid_k
plate,cup,0.513,-0.531,0.74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,,,,,,,,-0.66,0.9232809999999999,0.438,0.0,0.0,0.0,0.0,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.20802600000000002,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cup,fork,0.513,-0.531,0.74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,,,,,,,,-0.66,0.9232809999999999,0.438,0.0,0.0,0.0,0.0,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.20802600000000002,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,knife,0.513,-0.531,0.74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,,,,,,,,-0.66,0.9232809999999999,0.438,0.0,0.0,0.0,0.0,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.20802600000000002,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knife,spoon,0.513,-0.531,0.74,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008034,0.957082,0.6890539999999999,0.0,0.0,0.0,1.0,,,,,,,,-0.66,0.9232809999999999,0.438,0.0,0.0,0.0,0.0,-0.595001,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.20802600000000002,0.7442439999999999,0.557671,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<start>,knife,-0.451354,-0.413918,0.156247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008041,0.9296049999999999,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.05700499999999999,1.35572,0.46601800000000004,0.0,0.0,0.0,0.0,-0.251825,0.744246,0.557668,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knife,fork,0.513,-0.531,0.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008041,0.9296049999999999,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.05700499999999999,1.35572,0.46601800000000004,0.0,0.0,0.0,0.0,-0.251825,0.744246,0.557668,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,spoon,0.513,-0.531,0.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008041,0.9296049999999999,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.05700499999999999,1.35572,0.46601800000000004,0.0,0.0,0.0,0.0,-0.251825,0.744246,0.557668,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spoon,fork,0.513,-0.531,0.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008041,0.9296049999999999,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.05700499999999999,1.35572,0.46601800000000004,0.0,0.0,0.0,0.0,-0.251825,0.744246,0.557668,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,knife,0.513,-0.531,0.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008041,0.9296049999999999,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.05700499999999999,1.35572,0.46601800000000004,0.0,0.0,0.0,0.0,-0.251825,0.744246,0.557668,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knife,spoon,0.513,-0.531,0.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008041,0.9296049999999999,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.05700499999999999,1.35572,0.46601800000000004,0.0,0.0,0.0,0.0,-0.251825,0.744246,0.557668,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spoon,plate,0.513,-0.531,0.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008041,0.9296049999999999,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.05700499999999999,1.35572,0.46601800000000004,0.0,0.0,0.0,0.0,-0.251825,0.744246,0.557668,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate,wineglass,0.513,-0.531,0.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008041,0.9296049999999999,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.05700499999999999,1.35572,0.46601800000000004,0.0,0.0,0.0,0.0,-0.251825,0.744246,0.557668,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wineglass,glass,0.513,-0.531,0.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.008041,0.9296049999999999,0.68902,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,-0.030993,0.7334229999999999,0.530651,0.0,0.0,0.0,0.0,,,,,,,,-0.05700499999999999,1.35572,0.46601800000000004,0.0,0.0,0.0,0.0,-0.251825,0.744246,0.557668,0.0,0.0,0.0,0.0,0.10966,0.7466,0.505875,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<start>,plate,-0.451354,-0.413918,0.156247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008041,0.9296049999999999,0.68902,0.0,0.0,0.0,1.0,-0.18499200000000002,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.66,0.9232809999999999,0.438,0.0,0.0,0.0,0.0,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,0.002996,0.733422,0.533535,0.0,0.0,0.0,0.0,,,,,,,,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.251825,0.744246,0.557668,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate,fork,0.513,-0.531,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008041,0.9296049999999999,0.68902,0.0,0.0,0.0,1.0,-0.18499200000000002,0.915077,0.481025,0.0,0.0,0.0,1.0,-0.66,0.9232809999999999,0.438,0.0,0.0,0.0,0.0,-0.8379989999999999,1.233,0.468999,0.0,0.0,0.0,0.0,0.002996,0.733422,0.533535,0.0,0.0,0.0,0.0,,,,,,,,-0.196022,1.35572,0.466005,0.0,0.0,0.0,0.0,-0.251825,0.744246,0.557668,0.0,0.0,0.0,0.0,0.071911,0.746328,0.519848,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
